gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.IDs
51	g6533	1473.30716243777	-1.77796735947518	0.637374258236992	-2.78951861719851	0.00527864614881255	0.0190375153972063	706	97	339	1431	205	599	2521	1245	1895	1771	6894	1508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
52	g6534	135.015083671106	3.3776695558182	1.20864071554852	2.79460183027617	0.00519636725229312	0.0188089891130583	91	509	467	4	8	321	0	46	71	0	15	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
53	g6537	383.241370561996	-1.27581002253507	0.276261274134259	-4.61812835162354	3.87216730468857e-06	4.0092371398574e-05	236	292	293	152	70	175	813	783	378	944	407	687	sp	Q01460	DIAC_RAT	51.906	341	160	3	103	1119	25	363	4.34e-126	370	Q01460	reviewed	DIAC_RAT	Di-N-acetylchitobiase (EC 3.2.1.-)	Ctbs Ctb	Rattus norvegicus (Rat)	367	GO:0004568; GO:0005764; GO:0006032; GO:0008061; GO:0009313; GO:0016798
54	g15974	44.0843190539604	-1.46382263172084	0.415732061945868	-3.52107226194993	0.000429805471467069	0.00232375654390838	9	35	43	14	8	17	119	51	69	87	51	104	sp	A5PJF4	TM218_BOVIN	39.091	110	66	1	10	336	5	114	2.51e-20	82.4	A5PJF4	reviewed	TM218_BOVIN	Transmembrane protein 218	TMEM218	Bos taurus (Bovine)	115	GO:0005929; GO:0016020
55	g15976	2356.40563735596	1.07980289892046	0.280809216303488	3.84532570951462	0.000120392413333511	0.000794995200669549	3299	2106	1812	3291	2703	2322	2400	1582	2115	1814	1612	1524	sp	Q92542	NICA_HUMAN	36.061	721	368	22	25	2007	14	701	5.74e-132	408	Q92542	reviewed	NICA_HUMAN	Nicastrin	NCSTN KIAA0253 UNQ1874/PRO4317	Homo sapiens (Human)	709	GO:0000139; GO:0002262; GO:0005765; GO:0005769; GO:0005783; GO:0005789; GO:0005794; GO:0005886; GO:0005925; GO:0006508; GO:0006509; GO:0007212; GO:0007215; GO:0007219; GO:0007220; GO:0007611; GO:0008021; GO:0010008; GO:0010950; GO:0016020; GO:0016485; GO:0021549; GO:0022010; GO:0030534; GO:0030674; GO:0031293; GO:0034205; GO:0035577; GO:0042098; GO:0042383; GO:0042470; GO:0042500; GO:0042734; GO:0042982; GO:0042983; GO:0042986; GO:0042987; GO:0050673; GO:0051117; GO:0051402; GO:0070062; GO:0070765; GO:0070851; GO:0071277; GO:1900271; GO:1990926
56	g15978	116.481236459341	-1.00276968595287	0.392631864576434	-2.55396919206914	0.0106502679479033	0.0337913828508809	112	62	31	29	54	102	206	184	153	215	231	132	sp	Q8NCN5	PDPR_HUMAN	43.568	723	403	4	1	2160	137	857	0	617	Q8NCN5	reviewed	PDPR_HUMAN	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial (PDPr)	PDPR KIAA1990	Homo sapiens (Human)	879	GO:0005737; GO:0005739; GO:0005759; GO:0045253
57	g19474	161.000820618742	-1.20795762643687	0.422781271031908	-2.85716920120074	0.00427437916651248	0.0159742639921414	129	177	115	82	26	18	268	243	248	356	305	200	sp	Q1LZ80	PAGR1_BOVIN	36.646	161	90	5	517	993	85	235	3.4e-08	57.4	Q1LZ80	reviewed	PAGR1_BOVIN	PAXIP1-associated glutamate-rich protein 1 (PAXIP1-associated protein 1) (PTIP-associated protein 1)	PAGR1 PA1	Bos taurus (Bovine)	253	GO:0006281; GO:0006310; GO:0030331; GO:0033148; GO:0044666; GO:1902808
58	g19475	786.816076839277	2.1905681554351	0.328872658307021	6.66083999415385	2.72266933701326e-11	9.30606316762846e-10	1558	1176	670	1012	1250	622	381	302	415	293	310	332	sp	Q9H3F6	BACD3_HUMAN	71.483	263	68	4	88	873	28	284	2.79e-134	386	Q9H3F6	reviewed	BACD3_HUMAN	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 (hBACURD3) (BTB/POZ domain-containing protein KCTD10) (Potassium channel tetramerization domain-containing protein 10)	KCTD10 ULR061 MSTP028	Homo sapiens (Human)	313	GO:0005112; GO:0005654; GO:0005829; GO:0006511; GO:0016567; GO:0031463; GO:0035024; GO:0042802; GO:0043161; GO:0051260
59	g19471	187.901745013707	-0.808079877992397	0.336782538960625	-2.39941144361666	0.0164214513617942	0.0479698822800745	215	119	61	196	56	74	510	324	230	268	230	236	sp	Q9DG67	RA54B_CHICK	55.611	802	310	10	634	2958	130	912	0	859	Q9DG67	reviewed	RA54B_CHICK	DNA repair and recombination protein RAD54B (EC 3.6.4.-) (RAD54 homolog B)	RAD54B	Gallus gallus (Chicken)	918	GO:0000724; GO:0003677; GO:0004386; GO:0005524; GO:0005634; GO:0007131; GO:0015616; GO:0016787; GO:0140658
60	g19479	182.208319332354	-1.04320740832368	0.40617861388152	-2.56834646796048	0.0102184966737319	0.032679994589906	142	137	156	157	22	45	449	281	220	370	120	396	sp	Q96GX1	TECT2_HUMAN	24.224	322	159	10	2251	3207	414	653	2.06e-16	88.2	Q96GX1	reviewed	TECT2_HUMAN	Tectonic-2	TCTN2 C12orf38 TECT2	Homo sapiens (Human)	697	GO:0005737; GO:0005856; GO:0007224; GO:0036038; GO:0060170; GO:0060271; GO:1904491
61	g22731	164.065383172386	-1.33336195294799	0.489863340788119	-2.72190597239386	0.00649066073002987	0.0225915051484762	75	155	132	51	23	77	318	590	124	438	84	194	sp	Q9D361	SNR48_MOUSE	34.657	277	152	7	13	759	8	283	9.67e-37	140	Q9D361	reviewed	SNR48_MOUSE	U11/U12 small nuclear ribonucleoprotein 48 kDa protein (U11/U12 snRNP 48 kDa protein)	Snrnp48	Mus musculus (Mouse)	337	GO:0005654; GO:0005689; GO:0005829; GO:0006397; GO:0008380; GO:0046872
62	g22734	3532.23143692027	1.31133563154596	0.450021362294916	2.91394085129362	0.00356897521032198	0.0137538774941923	3730	4898	3251	4169	4083	4408	3308	2110	2655	3549	323	3156	sp	P58375	RL30_SPOFR	79.104	67	14	0	1	201	1	67	1.26e-31	108	P58375	reviewed	RL30_SPOFR	Large ribosomal subunit protein eL30 (60S ribosomal protein L30)	RpL30	Spodoptera frugiperda (Fall armyworm)	113	GO:0003723; GO:0003735; GO:0022625
63	g6632	241.876159729349	0.835341628500233	0.231518695062141	3.60809578801411	0.000308452615629062	0.00175825785036566	471	333	241	221	185	177	347	205	179	151	210	195	sp	Q99PW8	KIF17_MOUSE	66.381	467	140	4	4	1386	3	458	0	646	Q99PW8	reviewed	KIF17_MOUSE	Kinesin-like protein KIF17 (MmKIF17)	Kif17	Mus musculus (Mouse)	1038	GO:0001750; GO:0001917; GO:0003777; GO:0005524; GO:0005815; GO:0005829; GO:0005871; GO:0005874; GO:0005929; GO:0005930; GO:0007017; GO:0008017; GO:0008574; GO:0015031; GO:0015630; GO:0016192; GO:0016887; GO:0030030; GO:0031503; GO:0032391; GO:0032839; GO:0036064; GO:0042073; GO:0043005; GO:0098794; GO:0098971; GO:1990075
64	g8218	188.02568629327	-0.592554143742296	0.234062549031064	-2.53160595830158	0.011354150667838	0.0355620196290304	168	133	218	138	54	95	376	235	254	352	276	176	sp	Q6EV70	OFUT1_RAT	43.681	364	179	8	265	1308	33	386	7.22e-101	309	Q6EV70	reviewed	OFUT1_RAT	GDP-fucose protein O-fucosyltransferase 1 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 1) (O-FucT-1)	Pofut1 Fut12	Rattus norvegicus (Rat)	395	GO:0001525; GO:0001756; GO:0005783; GO:0006004; GO:0006493; GO:0007219; GO:0007399; GO:0007507; GO:0008417; GO:0008593; GO:0016020; GO:0036066; GO:0046922
65	g8210	3642.72465839602	1.18203950817099	0.320840896084985	3.68419214194529	0.000229429131700554	0.00136932331380471	4771	2900	3359	5736	4357	3294	3269	2584	3821	2354	2028	2096	sp	Q9JI85	NUCB2_RAT	41.969	386	201	5	13	1101	3	388	9.93e-71	235	Q9JI85	reviewed	NUCB2_RAT	Nucleobindin-2 (DNA-binding protein NEFA) (Prepronesfatin) [Cleaved into: Nesfatin-1]	Nucb2 Nefa	Rattus norvegicus (Rat)	420	GO:0001965; GO:0003677; GO:0005085; GO:0005164; GO:0005509; GO:0005615; GO:0005634; GO:0005640; GO:0005737; GO:0005783; GO:0005793; GO:0005797; GO:0007264; GO:0009749; GO:0032099; GO:0042594; GO:0043951; GO:0044752; GO:0045599; GO:0046321; GO:0046627; GO:0051238; GO:0070093; GO:1901142; GO:1990680; GO:2000845
66	g20606	14.9189394912718	-2.47921557722512	0.770630152533259	-3.21712765724946	0.0012948097251087	0.00588748579214834	4	3	16	0	0	3	70	18	16	39	18	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
67	g9167	457.197751333382	-1.66119614187328	0.267772401692363	-6.20376159519901	5.51292808761661e-10	1.46526970835371e-08	175	270	283	91	139	178	1229	728	595	999	941	641	sp	Q6AZN6	PK3C3_XENLA	65.81	895	284	11	10	2661	3	886	0	1138	Q6AZN6	reviewed	PK3C3_XENLA	Phosphatidylinositol 3-kinase catalytic subunit type 3 (PI3-kinase type 3) (PI3K type 3) (PtdIns-3-kinase type 3) (EC 2.7.1.137) (Phosphoinositide-3-kinase class 3)	pik3c3	Xenopus laevis (African clawed frog)	886	GO:0005524; GO:0006914; GO:0016303; GO:0030496; GO:0032465; GO:0051301
68	g13913	495.637159051333	-0.703167868532692	0.201145955880082	-3.49580912753674	0.000472626648930642	0.00251904699741621	287	441	453	364	192	230	885	916	573	799	642	664	sp	Q6P5L7	ARGLA_DANRE	61.429	140	54	0	355	774	108	247	4.41e-28	110	Q6P5L7	reviewed	ARGLA_DANRE	Arginine and glutamate-rich protein 1-A	arglu1a si:ch211-149b20.2 zgc:55375	Danio rerio (Zebrafish) (Brachydanio rerio)	251	GO:0005654; GO:0005739
69	g13916	322.996021684064	-0.623594572402383	0.236673661691308	-2.63482876778969	0.00841797374212362	0.0278325061646859	312	216	280	247	149	121	752	455	355	667	288	428	sp	Q2TAF4	INT6A_XENLA	51.084	969	380	16	1	2886	1	882	0	875	Q2TAF4	reviewed	INT6A_XENLA	Integrator complex subunit 6-A (Int6-A)	ints6-a	Xenopus laevis (African clawed frog)	883	GO:0005634
70	g13919	563.818580714884	4.94106005652215	0.667196789682844	7.40570118580893	1.30459292755724e-13	6.88681998268663e-12	1339	445	544	303	1156	1335	47	30	16	4	63	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
71	g3150	4519.24619870635	-1.15528727332692	0.398222813365219	-2.90110770792878	0.00371846042726783	0.0142175964684115	3187	1138	2497	1914	2134	2942	5851	7542	5684	5641	13574	5243	sp	Q9Y561	LRP12_HUMAN	31.333	150	99	3	61	498	43	192	4.77e-12	70.1	Q9Y561	reviewed	LRP12_HUMAN	Low-density lipoprotein receptor-related protein 12 (LDLR-related protein 12) (LRP-12) (Suppressor of tumorigenicity 7 protein)	LRP12 ST7	Homo sapiens (Human)	859	GO:0001764; GO:0005041; GO:0005886; GO:0005905; GO:0006897; GO:0007165; GO:0016020; GO:0031175; GO:0040008
72	g3152	5668.33872649571	-1.16709020236059	0.338743483031448	-3.44535101285549	0.000570318266385104	0.00295954792428758	3337	1919	2939	2514	2983	3261	7865	10198	6148	9054	14130	8014	sp	Q5R662	LRP12_PONAB	31.333	150	99	3	91	528	43	192	6.7e-12	69.7	Q5R662	reviewed	LRP12_PONAB	Low-density lipoprotein receptor-related protein 12 (LRP-12)	LRP12	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	859	GO:0001764; GO:0005886; GO:0005905; GO:0006897; GO:0031175
73	g3157	19.9249396759908	3.02174336886201	1.21212695945472	2.49292645897535	0.0126695084135479	0.0388854793094045	16	119	24	3	0	42	23	4	7	0	0	3	sp	Q80W93	HYDIN_MOUSE	61.053	95	37	0	7	291	1159	1253	5.12e-32	133	Q80W93	reviewed	HYDIN_MOUSE	Hydrocephalus-inducing protein (Protein Hy-3)	Hydin Hy3	Mus musculus (Mouse)	5154	GO:0002064; GO:0003341; GO:0005930; GO:0007420; GO:0021591; GO:0060438; GO:1904158; GO:1990716; GO:1990718
74	g3158	34.4689824126636	3.11242230599075	1.23778662526772	2.51450633126495	0.0119199162321011	0.0369746868753402	51	199	76	0	0	41	38	6	6	9	0	3	sp	Q4G0P3	HYDIN_HUMAN	47.785	1061	513	9	64	3156	24	1073	0	972	Q4G0P3	reviewed	HYDIN_HUMAN	Hydrocephalus-inducing protein homolog	HYDIN HYDIN1 KIAA1864	Homo sapiens (Human)	5121	GO:0002064; GO:0003341; GO:0005930; GO:0021591; GO:0060438; GO:1904158; GO:1990716; GO:1990718
75	g9948	1470.20213765958	1.16411090500852	0.341019195173241	3.41362281503578	0.000641052580790979	0.00325065353344614	2541	1198	1289	2612	1410	1131	1041	806	1418	907	1344	908	sp	P10809	CH60_HUMAN	74.153	561	140	1	1	1683	1	556	0	852	P10809	reviewed	CH60_HUMAN	60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60) (Heat shock protein family D member 1) (HuCHA60) (Mitochondrial matrix protein P1) (P60 lymphocyte protein)	HSPD1 HSP60	Homo sapiens (Human)	573	GO:0001530; GO:0002039; GO:0002755; GO:0002842; GO:0003688; GO:0003697; GO:0003723; GO:0003725; GO:0005524; GO:0005615; GO:0005737; GO:0005739; GO:0005743; GO:0005759; GO:0005769; GO:0005829; GO:0005886; GO:0005905; GO:0006457; GO:0006458; GO:0006919; GO:0006986; GO:0008035; GO:0008637; GO:0009409; GO:0009986; GO:0016020; GO:0016853; GO:0016887; GO:0019899; GO:0030135; GO:0030141; GO:0031625; GO:0032727; GO:0032729; GO:0032733; GO:0032735; GO:0032755; GO:0032991; GO:0034185; GO:0034186; GO:0034514; GO:0042026; GO:0042100; GO:0042110; GO:0042113; GO:0043032; GO:0043065; GO:0043066; GO:0045041; GO:0046696; GO:0048291; GO:0050821; GO:0050870; GO:0051082; GO:0051087; GO:0051131; GO:0051604; GO:0051702; GO:0070062; GO:0097225; GO:0097524; GO:0098761; GO:0140494; GO:0140662
76	g9945	1114.18924945726	1.46155036882855	0.272165647909503	5.37007656937855	7.87032185875002e-08	1.27272131348442e-06	1762	992	1091	1913	1151	1202	804	716	808	610	737	594	sp	O73817	PSB3_ONCMY	72.683	205	37	1	1	558	1	205	5.98e-105	302	O73817	reviewed	PSB3_ONCMY	Proteasome subunit beta type-3 (Proteasome chain 13) (Proteasome component C10-II) (Proteasome theta chain)	psmb3	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	205	GO:0005634; GO:0005737; GO:0005839; GO:0019774; GO:0043161
77	g9947	218.691351261967	1.79495777202946	0.451539259779216	3.97519757840573	7.03208515552321e-05	0.000499637955912312	469	335	190	359	231	152	128	53	195	82	185	49	sp	Q5DC69	CH10_SCHJA	62.245	98	37	0	7	300	5	102	4.83e-42	136	Q5DC69	reviewed	CH10_SCHJA	10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10)	SJCHGC01960 SJCHGC09469	Schistosoma japonicum (Blood fluke)	102	GO:0005524; GO:0005759; GO:0044183; GO:0046872; GO:0051082; GO:0051085; GO:0051087
78	g9941	702.168378670158	-0.705918826929846	0.198355374787947	-3.55885908150719	0.00037246929960403	0.00206765716701136	400	698	504	408	225	554	1331	948	870	1235	1026	956	sp	Q6P6V1	GLT11_RAT	49.682	628	283	13	1	1848	1	607	0	610	Q6P6V1	reviewed	GLT11_RAT	Polypeptide N-acetylgalactosaminyltransferase 11 (EC 2.4.1.41) (Polypeptide GalNAc transferase 11) (GalNAc-T11) (pp-GaNTase 11) (Protein-UDP acetylgalactosaminyltransferase 11) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 11)	Galnt11	Rattus norvegicus (Rat)	608	GO:0000139; GO:0004653; GO:0005112; GO:0005794; GO:0006493; GO:0007220; GO:0007368; GO:0008593; GO:0018243; GO:0030246; GO:0046872; GO:0060271; GO:0061314
79	g6092	1056.64172420771	2.11401889316498	0.510089322198418	4.14440922631713	3.40690874275563e-05	0.000263316839745228	1783	702	1038	445	2199	1627	733	564	298	796	181	428	sp	P58005	SESN3_HUMAN	60	160	54	2	256	708	322	480	4.34e-64	210	P58005	reviewed	SESN3_HUMAN	Sestrin-3 (EC 1.11.1.-)	SESN3 SEST3	Homo sapiens (Human)	492	GO:0005634; GO:0005737; GO:0016239; GO:0016684; GO:0031932; GO:0032868; GO:0034198; GO:0038203; GO:0042149; GO:0042593; GO:0046626; GO:0051896; GO:0070728; GO:0071233; GO:1901031; GO:1904262; GO:1990253
80	g11669	87.2992595808567	2.26693920082103	0.68195914226567	3.32415691838897	0.000886862791993727	0.00427832472790986	99	101	142	82	148	114	59	31	20	35	0	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81	g11668	4377.62545338141	2.06545971283665	0.420486362692988	4.91207300899961	9.01184819111123e-07	1.1018755034213e-05	5538	5323	4592	4921	7967	4576	2753	1689	1070	1933	1042	3912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
82	g11667	86.9421071322615	2.16397511930278	0.443099445744469	4.8837233720006	1.04101095976343e-06	1.25247498605671e-05	115	136	114	86	143	90	58	44	31	55	6	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
83	g11666	952.778961723285	1.85274910941483	0.320753406754126	5.77624140664252	7.63877551530761e-09	1.59188200605954e-07	1294	1516	1187	772	1407	1086	817	319	329	675	335	626	sp	Q96T58	MINT_HUMAN	53.506	271	124	2	952	1764	336	604	8.06e-91	328	Q96T58	reviewed	MINT_HUMAN	Msx2-interacting protein (SMART/HDAC1-associated repressor protein) (SPEN homolog)	SPEN KIAA0929 MINT SHARP	Homo sapiens (Human)	3664	GO:0000122; GO:0003677; GO:0003714; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0006357; GO:0007219; GO:0017053; GO:0031048; GO:0045892; GO:0050769; GO:0060816; GO:0061629; GO:0070062
84	g10392	143.301122141138	3.24639622318265	0.707616104274178	4.58779301880441	4.47956434931771e-06	4.55451818659925e-05	193	439	169	109	204	191	52	38	7	48	0	62	sp	Q04205	TENS1_CHICK	57.84	287	118	2	622	1482	1461	1744	3.58e-107	353	Q04205	reviewed	TENS1_CHICK	Tensin-1 (EC 3.1.3.-)	TNS1 TNS	Gallus gallus (Chicken)	1744	GO:0003779; GO:0004721; GO:0005737; GO:0005856; GO:0005925; GO:0009986; GO:0010761
85	g10393	137.748666604427	3.09930190074925	0.925947452988029	3.34716823373488	0.000816416472525929	0.0040059456442837	163	454	225	69	201	141	69	45	0	38	0	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
86	g10394	261.013041577475	2.78417975724293	0.761047983207763	3.65834982639045	0.000253844409523469	0.00149230571237896	241	879	408	161	312	339	236	73	27	86	0	114	sp	Q04205	TENS1_CHICK	53.298	379	165	7	52	1161	64	439	8.26e-124	431	Q04205	reviewed	TENS1_CHICK	Tensin-1 (EC 3.1.3.-)	TNS1 TNS	Gallus gallus (Chicken)	1744	GO:0003779; GO:0004721; GO:0005737; GO:0005856; GO:0005925; GO:0009986; GO:0010761
87	g17622	271.084376643351	3.32501363820883	1.04163103372381	3.19212228760311	0.00141231525407648	0.00635295448412718	149	627	708	4	9	1163	17	55	160	3	29	66	sp	Q9N126	RDH8_BOVIN	41.176	272	153	4	4	807	4	272	3.39e-59	194	Q9N126	reviewed	RDH8_BOVIN	Retinol dehydrogenase 8 (EC 1.1.1.300) (Photoreceptor outer segment all-trans retinol dehydrogenase)	RDH8 PRRDH	Bos taurus (Bovine)	312	GO:0004303; GO:0004745; GO:0005829; GO:0006703; GO:0007601; GO:0042572; GO:0042622; GO:0052650
88	g17621	71.5679351838758	-1.96201706686779	0.348767058976124	-5.62558021571099	1.84885464325913e-08	3.50486131795143e-07	39	42	40	13	11	15	226	181	108	130	138	69	sp	Q5ZKJ5	MF13A_CHICK	28.571	434	280	6	70	1311	30	453	7.94e-49	177	Q5ZKJ5	reviewed	MF13A_CHICK	Transmembrane protein 180 (Major facilitator superfamily domain-containing 13A)	MFSD13A TMEM180 RCJMB04_10g6	Gallus gallus (Chicken)	509	GO:0005886
89	g17620	610.196093142938	-0.895048706791242	0.298466624937271	-2.99882342616819	0.00271024328162688	0.0109790708200943	494	436	356	272	382	190	1415	789	610	1469	822	818	sp	O00418	EF2K_HUMAN	54.545	77	34	1	214	444	92	167	5.95e-21	92	O00418	reviewed	EF2K_HUMAN	Eukaryotic elongation factor 2 kinase (eEF-2 kinase) (eEF-2K) (EC 2.7.11.20) (Calcium/calmodulin-dependent eukaryotic elongation factor 2 kinase)	EEF2K	Homo sapiens (Human)	725	GO:0002931; GO:0004672; GO:0004686; GO:0005509; GO:0005516; GO:0005524; GO:0005737; GO:0005829; GO:0006414; GO:0008135; GO:0014069; GO:0031037; GO:0031952; GO:0032869; GO:0043066; GO:0043197; GO:0045807; GO:0046777; GO:0051965; GO:0061003; GO:0071277; GO:0071320; GO:0071454; GO:0098978; GO:0140245; GO:1990416; GO:1990637
90	g17627	34.06774315524	-2.09538686798938	0.58877628093408	-3.55888464913209	0.000372433047176385	0.00206765716701136	7	12	25	16	2	8	37	113	65	71	15	91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
91	g17626	509.978905388935	2.62648669939234	0.998261426039452	2.6310609935243	0.0085118758195392	0.0280881007341788	802	2400	735	29	0	1097	373	262	74	171	44	181	sp	Q8TD57	DYH3_HUMAN	71.074	3260	918	7	1	9720	862	4116	0	4778	Q8TD57	reviewed	DYH3_HUMAN	Dynein axonemal heavy chain 3 (Axonemal beta dynein heavy chain 3) (HsADHC3) (Ciliary dynein heavy chain 3) (Dnahc3-b)	DNAH3 DNAHC3B	Homo sapiens (Human)	4116	GO:0003777; GO:0005524; GO:0005858; GO:0005874; GO:0008569; GO:0016887; GO:0030286; GO:0045505; GO:0051959; GO:0060285; GO:0060294; GO:0097729
92	g17624	157.235667622777	-0.722692265097663	0.2361978644242	-3.0596900901684	0.00221566131765008	0.00924318996755222	80	130	127	112	61	101	371	307	184	208	146	241	sp	B5FYC7	LYRM1_TAEGU	55.556	117	52	0	4	354	4	120	3.96e-43	140	B5FYC7	reviewed	LYRM1_TAEGU	LYR motif-containing protein 1	LYRM1	Taeniopygia guttata (Zebra finch) (Poephila guttata)	122	GO:0005739
93	g17628	918.848611861095	-1.05773476976986	0.435265969262155	-2.43008837002095	0.0150951418340665	0.0447841566134141	368	252	526	705	637	282	1625	1233	709	2296	1828	1336	sp	Q8JHF2	LFNG_DANRE	42.765	311	162	5	265	1197	75	369	4.7e-82	259	Q8JHF2	reviewed	LFNG_DANRE	Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase)	lfng	Danio rerio (Zebrafish) (Brachydanio rerio)	374	GO:0000139; GO:0007219; GO:0007389; GO:0007399; GO:0008593; GO:0030154; GO:0031101; GO:0033829; GO:0045665; GO:0046872; GO:0055016
94	g3974	5.09452929686247	-5.55140511676905	2.03374004953523	-2.72965324060846	0.00634009750926644	0.0221642521229339	0	0	0	0	0	0	49	7	16	15	0	0	sp	Q80VA0	GALT7_MOUSE	45.756	542	266	12	286	1857	122	653	2.41e-155	465	Q80VA0	reviewed	GALT7_MOUSE	N-acetylgalactosaminyltransferase 7 (EC 2.4.1.41) (Polypeptide GalNAc transferase 7) (GalNAc-T7) (pp-GaNTase 7) (Protein-UDP acetylgalactosaminyltransferase 7) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 7)	Galnt7	Mus musculus (Mouse)	657	GO:0000139; GO:0004653; GO:0005794; GO:0006493; GO:0030246; GO:0046872
95	g3971	93.3110241722637	-1.74689655547409	0.623994179135788	-2.7995398256655	0.00511755033124606	0.0185790446244212	47	23	64	84	2	16	277	185	201	239	31	153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
96	g3970	13.0076009320019	-1.7973881330747	0.697909353468089	-2.57538908762725	0.0100127380383959	0.032153004159952	9	7	3	12	0	1	27	17	50	15	17	19	sp	Q9NWQ9	CN119_HUMAN	44.118	102	55	1	70	369	34	135	6.01e-24	92.8	Q9NWQ9	reviewed	CN119_HUMAN	Uncharacterized protein C14orf119	C14orf119 My028	Homo sapiens (Human)	140	GO:0005739; GO:0005829
97	g10536	6.98192917441642	4.95790827353133	1.87028970005152	2.65087717341049	0.00802830315171944	0.0267368125076731	29	25	0	0	3	19	4	0	0	0	0	0	sp	O00338	ST1C2_HUMAN	32.653	294	186	5	100	972	12	296	8.95e-55	183	O00338	reviewed	ST1C2_HUMAN	Sulfotransferase 1C2 (ST1C2) (EC 2.8.2.1) (Sulfotransferase 1C1) (SULT1C#1) (humSULTC2)	SULT1C2 SULT1C1	Homo sapiens (Human)	296	GO:0004062; GO:0005737; GO:0005764; GO:0005829; GO:0008146; GO:0009308; GO:0051923
98	g6330	472.522102631368	-1.64143477139226	0.357041329923049	-4.59732426984301	4.27951305875798e-06	4.37329400744084e-05	216	172	216	347	150	60	1281	721	668	1064	919	645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
