gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.IDs
g19706	98.42564315	-1.01902892	0.344618114	-2.956980145	0.003106681	0.01230333	86	65	111	48	26	20	219	115	121	137	186	184	sp	Q810L3	CHFR_MOUSE	48.223	197	94	4	1249	1830	471	662	4.19E-54	199	Q810L3	reviewed	CHFR_MOUSE	E3 ubiquitin-protein ligase CHFR (EC 2.3.2.27) (Checkpoint with forkhead and RING finger domains protein) (RING-type E3 ubiquitin transferase CHFR)	Chfr	Mus musculus (Mouse)	664	GO:0000166; GO:0000209; GO:0000278; GO:0004842; GO:0005634; GO:0006511; GO:0016567; GO:0016605; GO:0031398; GO:0031648; GO:0032436; GO:0044779; GO:0044818; GO:0046872; GO:0051301; GO:0061630
g10576	623.9806381	0.943700043	0.276948318	3.407495123	0.000655621	0.003312427	1237	548	888	709	446	490	665	511	658	481	536	255	sp	Q5E964	PSD13_BOVIN	58.245	376	156	1	1	1128	1	375	9.27E-165	469	Q5E964	reviewed	PSD13_BOVIN	26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)	PSMD13	Bos taurus (Bovine)	376	GO:0005198; GO:0005634; GO:0005829; GO:0006511; GO:0008541; GO:0022624
g14231	1517.820971	2.002393637	0.40588317	4.93342367	8.08E-07	1.00E-05	2152	1228	1274	1382	2750	2379	777	617	956	549	832	591	sp	Q9UBF6	RBX2_HUMAN	91.86	86	7	0	103	360	28	113	8.51E-55	169	Q9UBF6	reviewed	RBX2_HUMAN	RING-box protein 2 (Rbx2) (EC 2.3.2.27) (EC 2.3.2.32) (CKII beta-binding protein 1) (CKBBP1) (RING finger protein 7) (Regulator of cullins 2) (Sensitive to apoptosis gene protein)	RNF7 RBX2 ROC2 SAG	Homo sapiens (Human)	113	GO:0005507; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006511; GO:0008270; GO:0016567; GO:0019788; GO:0030968; GO:0031466; GO:0038026; GO:0043161; GO:0043687; GO:0045116; GO:0051775; GO:0061630; GO:0061663; GO:0070979; GO:0097602; GO:2001222
g6268	35.01084523	-2.118305457	0.797786904	-2.655227161	0.007925502	0.026457923	14	0	16	27	0	13	62	76	69	72	101	25	sp	Q9WVS6	PRKN_MOUSE	49.415	427	188	11	118	1371	57	464	9.12E-135	399	Q9WVS6	reviewed	PRKN_MOUSE	E3 ubiquitin-protein ligase parkin (EC 2.3.2.31) (Parkin RBR E3 ubiquitin-protein ligase)	Prkn Park2	Mus musculus (Mouse)	464	GO:0000122; GO:0000139; GO:0000151; GO:0000209; GO:0000266; GO:0000422; GO:0000423; GO:0001664; GO:0001933; GO:0001963; GO:0001964; GO:0003714; GO:0003779; GO:0005634; GO:0005737; GO:0005739; GO:0005741; GO:0005783; GO:0005789; GO:0005794; GO:0005829; GO:0006511; GO:0006513; GO:0006979; GO:0007005; GO:0007612; GO:0007626; GO:0008013; GO:0008021; GO:0008270; GO:0008344; GO:0010506; GO:0010628; GO:0010629; GO:0010636; GO:0010637; GO:0010821; GO:0010918; GO:0010994; GO:0014069; GO:0015631; GO:0016235; GO:0016567; GO:0016607; GO:0019538; GO:0019900; GO:0019901; GO:0030163; GO:0030165; GO:0030424; GO:0030544; GO:0030672; GO:0031624; GO:0031625; GO:0031648; GO:0032232; GO:0032436; GO:0032991; GO:0034599; GO:0034976; GO:0035249; GO:0035774; GO:0042053; GO:0042415; GO:0042417; GO:0042802; GO:0042826; GO:0042981; GO:0043005; GO:0043025; GO:0043065; GO:0043123; GO:0043130; GO:0043161; GO:0043195; GO:0043274; GO:0043524; GO:0043653; GO:0044828; GO:0044877; GO:0045202; GO:0045944; GO:0046329; GO:0046676; GO:0046928; GO:0048471; GO:0050804; GO:0050821; GO:0051582; GO:0051583; GO:0051646; GO:0051865; GO:0051881; GO:0051967; GO:0061630; GO:0061734; GO:0070050; GO:0070534; GO:0070585; GO:0070842; GO:0070936; GO:0070979; GO:0085020; GO:0090090; GO:0090141; GO:0090201; GO:0090258; GO:0090394; GO:0097237; GO:0097602; GO:0097708; GO:0098691; GO:0098793; GO:0098794; GO:0098978; GO:0099072; GO:0099073; GO:0099074; GO:0140251; GO:1900242; GO:1900407; GO:1901526; GO:1902236; GO:1902254; GO:1902530; GO:1903265; GO:1903377; GO:1903382; GO:1903427; GO:1903542; GO:1903861; GO:1904049; GO:1904881; GO:1905232; GO:1905366; GO:1905477; GO:1990381; GO:1990444; GO:1990452; GO:2001171
g13023	124.1473063	0.659841234	0.227844846	2.89601123	0.003779389	0.014423055	121	123	159	197	67	118	177	110	112	109	105	98	sp	Q708Y0	EBF2_ARATH	28.745	247	153	8	301	1023	188	417	4.92E-10	65.9	Q708Y0	reviewed	EBF2_ARATH	EIN3-binding F-box protein 2	EBF2 At5g25350 F18G18.90	Arabidopsis thaliana (Mouse-ear cress)	623	GO:0005634; GO:0006511; GO:0009723; GO:0009873; GO:0010105; GO:0016567; GO:0019005
g6193	672.9773614	1.30838148	0.280100235	4.671118815	3.00E-06	3.20E-05	1049	939	559	641	868	643	684	409	402	560	494	311	sp	O08759	UBE3A_MOUSE	43.541	418	213	6	2155	3396	471	869	1.91E-92	319	O08759	reviewed	UBE3A_MOUSE	Ubiquitin-protein ligase E3A (EC 2.3.2.26) (HECT-type ubiquitin transferase E3A) (Oncogenic protein-associated protein E6-AP)	Ube3a	Mus musculus (Mouse)	870	GO:0000209; GO:0000502; GO:0001541; GO:0003713; GO:0004842; GO:0005634; GO:0005829; GO:0006511; GO:0008021; GO:0016567; GO:0030521; GO:0031398; GO:0032570; GO:0035037; GO:0035641; GO:0042220; GO:0042542; GO:0042752; GO:0043161; GO:0045944; GO:0046872; GO:0048167; GO:0048511; GO:0050804; GO:0050847; GO:0051865; GO:0051897; GO:0060736; GO:0061002; GO:0061630; GO:0061743; GO:0070936; GO:0098978; GO:0099524; GO:1904262; GO:1905528; GO:1990416; GO:2000058
g11424	216.8127239	1.227768874	0.424197766	2.894331303	0.00379967	0.014485139	275	171	233	261	363	109	166	130	105	169	232	127	sp	Q9Y5A7	NUB1_HUMAN	34.307	548	321	9	34	1632	12	535	3.58E-78	263	Q9Y5A7	reviewed	NUB1_HUMAN	NEDD8 ultimate buster 1 (Negative regulator of ubiquitin-like proteins 1) (Renal carcinoma antigen NY-REN-18)	NUB1 NYREN18	Homo sapiens (Human)	615	GO:0005654; GO:0005730; GO:0005829; GO:0006511; GO:0016567; GO:0032436; GO:0034341; GO:0034612; GO:2000058
g20470	437.4401187	0.881542978	0.210354265	4.190754001	2.78E-05	0.000220456	517	563	464	440	464	365	568	346	329	394	354	286	sp	O95376	ARI2_HUMAN	57.639	432	180	2	130	1425	62	490	0	541	O95376	reviewed	ARI2_HUMAN	E3 ubiquitin-protein ligase ARIH2 (ARI-2) (Protein ariadne-2 homolog) (EC 2.3.2.31) (Triad1 protein)	ARIH2 ARI2 TRIAD1 HT005	Homo sapiens (Human)	493	GO:0000151; GO:0000209; GO:0004842; GO:0005634; GO:0005654; GO:0005737; GO:0006511; GO:0008270; GO:0016567; GO:0031624; GO:0043161; GO:0048588; GO:0061630; GO:0070534; GO:0070936; GO:0071425; GO:1903955
g11856	284.4299154	-1.821696465	0.33051714	-5.511655061	3.55E-08	6.27E-07	94	61	82	159	108	96	733	490	609	564	445	410	sp	Q923V4	FBX6_RAT	36.187	257	147	6	136	897	4	246	5.33E-49	167	Q923V4	reviewed	FBX6_RAT	F-box only protein 6 (F-box only protein 6b) (F-box protein that recognizes sugar chains 2) (F-box/G-domain protein 2)	Fbxo6 Fbg2 Fbs2 Fbxo6b	Rattus norvegicus (Rat)	284	GO:0005737; GO:0006281; GO:0006511; GO:0006516; GO:0006986; GO:0016567; GO:0019005; GO:0030246; GO:0031146; GO:0036503; GO:0044322; GO:0061630
g1093	124.6482565	6.151619807	1.249113324	4.9247892	8.45E-07	1.04E-05	139	101	705	18	61	320	0	21	0	0	0	3	sp	Q3T0J1	FBX4_BOVIN	30.986	213	128	5	373	957	46	257	5.44E-20	93.2	Q3T0J1	reviewed	FBX4_BOVIN	F-box only protein 4	FBXO4	Bos taurus (Bovine)	387	GO:0000209; GO:0000723; GO:0005737; GO:0006511; GO:0019005; GO:0031146; GO:0031398
g19466	367.9968301	1.128147726	0.37002103	3.04887462	0.002297003	0.009534043	771	232	367	435	358	388	605	382	167	290	117	229	sp	Q92890	UFD1_HUMAN	62.662	308	107	4	4	909	1	306	5.32E-130	375	Q92890	reviewed	UFD1_HUMAN	Ubiquitin recognition factor in ER-associated degradation protein 1 (Ubiquitin fusion degradation protein 1) (UB fusion protein 1)	UFD1 UFD1L	Homo sapiens (Human)	307	GO:0001501; GO:0004843; GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0030970; GO:0031593; GO:0032480; GO:0034098; GO:0036435; GO:0036501; GO:0036503; GO:0039536; GO:0043161; GO:0071218
g6469	1759.132367	1.81561195	0.35690263	5.087135258	3.64E-07	4.92E-06	3034	1867	1879	1339	2688	2375	1655	778	505	1257	545	1159	sp	O95628	CNOT4_HUMAN	85.106	235	35	0	46	750	10	244	2.60E-143	437	O95628	reviewed	CNOT4_HUMAN	CCR4-NOT transcription complex subunit 4 (EC 2.3.2.27) (CCR4-associated factor 4) (E3 ubiquitin-protein ligase CNOT4) (Potential transcriptional repressor NOT4Hp) (RING-type E3 ubiquitin transferase CNOT4)	CNOT4 NOT4	Homo sapiens (Human)	575	GO:0000289; GO:0003723; GO:0004842; GO:0005634; GO:0005829; GO:0006511; GO:0016567; GO:0030014; GO:0045652; GO:0046872; GO:0051865
g21198	4325.274026	1.643714653	0.189315289	8.68241897	3.87E-18	4.24E-16	7978	6432	4564	5312	4418	4661	3487	2130	2894	2304	2156	2370	sp	Q29504	UBA1_RABIT	62.417	1059	359	5	31	3096	2	1058	0	1390	Q29504	reviewed	UBA1_RABIT	Ubiquitin-like modifier-activating enzyme 1 (EC 6.2.1.45) (Ubiquitin-activating enzyme E1)	UBA1 UBE1	Oryctolagus cuniculus (Rabbit)	1058	GO:0004839; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0006511; GO:0006974
g16116	4512.928363	1.019573035	0.253247886	4.025988338	5.67E-05	0.000411545	5130	6295	4521	5347	4089	4941	4890	3484	3461	4153	1599	4433	sp	P18101	RL40_DROME	97.656	128	3	0	1	384	1	128	1.06E-89	258	P18101	reviewed	RL40_DROME	Ubiquitin-ribosomal protein eL40 fusion protein (CEP52) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40 (60S ribosomal protein L40)]	RpL40 Ubi-f UBI-F52 CG2960	Drosophila melanogaster (Fruit fly)	128	GO:0002181; GO:0003735; GO:0005634; GO:0005829; GO:0006412; GO:0006511; GO:0016567; GO:0019941; GO:0022625; GO:0022627; GO:0031386; GO:0031625; GO:0036211
g19751	119.4657795	0.792930139	0.2099114	3.777451524	0.000158441	0.001004705	163	115	195	91	83	140	144	83	89	120	95	111	sp	Q91YT2	RN185_MOUSE	68.235	170	45	2	217	717	29	192	3.35E-48	160	Q91YT2	reviewed	RN185_MOUSE	E3 ubiquitin-protein ligase RNF185 (EC 2.3.2.27) (RING finger protein 185)	Rnf185	Mus musculus (Mouse)	192	GO:0005741; GO:0005783; GO:0005789; GO:0006511; GO:0006914; GO:0036503; GO:0043130; GO:0044314; GO:0044390; GO:0044877; GO:0045087; GO:0046872; GO:0051607; GO:0051865; GO:0060340; GO:0061630; GO:1904294
g20332	2258.257008	0.88129353	0.264772124	3.328498163	0.000873156	0.004228023	3290	3166	2414	1352	2377	2116	2721	1632	1262	2464	2059	1601	sp	Q7Z6Z7	HUWE1_HUMAN	63.043	1334	430	15	1	3963	1	1284	0	1603	Q7Z6Z7	reviewed	HUWE1_HUMAN	"E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)"	HUWE1 KIAA0312 KIAA1578 UREB1 HSPC272	Homo sapiens (Human)	4374	GO:0000139; GO:0000209; GO:0003677; GO:0003723; GO:0004842; GO:0005576; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0006284; GO:0006511; GO:0006513; GO:0007030; GO:0010637; GO:0016020; GO:0030154; GO:0031398; GO:0032922; GO:0034774; GO:0061025; GO:0061630; GO:0070062; GO:0098779; GO:0140852; GO:1903955; GO:1904813
g14809	358.2547401	-1.480607861	0.359346526	-4.120278765	3.78E-05	0.000287668	150	128	238	162	37	285	705	652	699	600	671	473	sp	Q5RKH6	OS9_RAT	53.689	244	108	3	82	798	31	274	6.82E-84	281	Q5RKH6	reviewed	OS9_RAT	Protein OS-9	Os9	Rattus norvegicus (Rat)	666	GO:0002020; GO:0005788; GO:0006511; GO:0006605; GO:0006621; GO:0016567; GO:0030246; GO:0030968; GO:0030970; GO:0034976; GO:0036503; GO:1904153
g22410	594.6476438	1.274182375	0.321463547	3.963691639	7.38E-05	0.000519852	935	732	693	258	532	1115	561	385	360	460	305	484	sp	Q9NV58	RN19A_HUMAN	56.314	586	220	9	25	1692	42	621	2.85E-176	530	Q9NV58	reviewed	RN19A_HUMAN	E3 ubiquitin-protein ligase RNF19A (EC 2.3.2.31) (Double ring-finger protein) (Dorfin) (RING finger protein 19A) (p38)	RNF19A RNF19	Homo sapiens (Human)	838	GO:0000151; GO:0000209; GO:0000226; GO:0005737; GO:0005813; GO:0005829; GO:0006511; GO:0008270; GO:0016020; GO:0031624; GO:0061630; GO:0098686; GO:0098794; GO:0098978; GO:0099576
g2814	2947.511951	1.35354283	0.469062752	2.885632732	0.003906277	0.014815572	2455	1555	2387	8431	3262	2015	2256	1696	2302	1376	2276	1950	sp	Q6TEM9	MYLIA_DANRE	40.315	444	244	9	1	1299	1	434	5.67E-90	284	Q6TEM9	reviewed	MYLIA_DANRE	E3 ubiquitin-protein ligase MYLIP-A (EC 2.3.2.27) (Myosin regulatory light chain-interacting protein A) (MIR-A) (RING-type E3 ubiquitin transferase MYLIP-A)	mylipa mir mylip si:ch211-266j17.1	Danio rerio (Zebrafish) (Brachydanio rerio)	472	GO:0004842; GO:0005737; GO:0005829; GO:0005856; GO:0006511; GO:0007369; GO:0016567; GO:0030178; GO:0046872
g18086	339.7330394	-1.008173984	0.310636467	-3.245510723	0.001172401	0.005439159	256	298	314	162	86	113	686	665	765	374	486	312	sp	P15374	UCHL3_HUMAN	50.442	226	112	0	16	693	5	230	8.11E-73	224	P15374	reviewed	UCHL3_HUMAN	Ubiquitin carboxyl-terminal hydrolase isozyme L3 (UCH-L3) (EC 3.4.19.12) (Ubiquitin thioesterase L3)	UCHL3	Homo sapiens (Human)	230	GO:0004843; GO:0005654; GO:0005737; GO:0005829; GO:0006511; GO:0008233; GO:0016567; GO:0016579; GO:0019784; GO:0030163; GO:0043130; GO:0043687
g15594	2139.17528	1.398395875	0.293882979	4.758342516	1.95E-06	2.18E-05	2928	1893	2049	2674	2898	2402	2607	1431	1206	1346	919	1373	sp	P22682	CBL_MOUSE	67.089	395	120	2	76	1260	49	433	0	588	P22682	reviewed	CBL_MOUSE	E3 ubiquitin-protein ligase CBL (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene) (Proto-oncogene c-Cbl) (RING-type E3 ubiquitin transferase CBL) (Signal transduction protein CBL)	Cbl	Mus musculus (Mouse)	913	GO:0000209; GO:0001784; GO:0005509; GO:0005794; GO:0005829; GO:0005886; GO:0005925; GO:0005929; GO:0006468; GO:0006511; GO:0006513; GO:0006974; GO:0007165; GO:0007166; GO:0008584; GO:0010332; GO:0014823; GO:0016567; GO:0016600; GO:0017124; GO:0019901; GO:0030424; GO:0030426; GO:0030971; GO:0032487; GO:0033574; GO:0036120; GO:0036312; GO:0042059; GO:0042594; GO:0043066; GO:0043303; GO:0045121; GO:0045453; GO:0045471; GO:0046875; GO:0048260; GO:0048471; GO:0051865; GO:0051897; GO:0061630; GO:0070086; GO:0071456; GO:1990090; GO:1990782; GO:2000583
g22170	39.69443849	-1.347208815	0.44756624	-3.010076931	0.002611815	0.010640052	29	39	29	12	6	10	150	75	71	83	40	24	sp	P25867	UBCD1_DROME	76.027	146	35	0	1	438	1	146	1.69E-70	211	P25867	reviewed	UBCD1_DROME	Ubiquitin-conjugating enzyme E2-17 kDa (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme D1) (Protein effete) (Ubiquitin carrier protein) (Ubiquitin-protein ligase)	eff UbcD1 CG7425	Drosophila melanogaster (Fruit fly)	147	GO:0000151; GO:0000209; GO:0000278; GO:0001745; GO:0001751; GO:0005524; GO:0005634; GO:0005829; GO:0006511; GO:0007140; GO:0016322; GO:0016567; GO:0030718; GO:0031145; GO:0031625; GO:0031647; GO:0045676; GO:0045879; GO:0048132; GO:0051276; GO:0061057; GO:0061631; GO:0097039
g9023	190.5896121	-0.591322709	0.230349222	-2.567070574	0.010256174	0.032759852	172	133	107	106	120	122	454	274	203	267	289	214	sp	Q8C7R4	UBA6_MOUSE	58.537	205	85	0	1	615	844	1048	1.65E-71	237	Q8C7R4	reviewed	UBA6_MOUSE	Ubiquitin-like modifier-activating enzyme 6 (Ubiquitin-activating enzyme 6) (EC 6.2.1.45) (Ubiquitin-activating enzyme E1-like protein 2) (E1-L2)	Uba6 Ube1l2	Mus musculus (Mouse)	1053	GO:0004792; GO:0004839; GO:0005524; GO:0005737; GO:0006511; GO:0007612; GO:0007626; GO:0016567; GO:0016779; GO:0019780; GO:0021764; GO:0021766; GO:0060996
g9022	688.2371499	-0.561757479	0.182905841	-3.071293275	0.002131337	0.008938935	681	457	420	498	282	535	1706	1029	774	980	923	734	sp	A0AVT1	UBA6_HUMAN	54.388	752	335	6	16	2259	38	785	0	855	A0AVT1	reviewed	UBA6_HUMAN	Ubiquitin-like modifier-activating enzyme 6 (Ubiquitin-activating enzyme 6) (EC 6.2.1.45) (Monocyte protein 4) (MOP-4) (Ubiquitin-activating enzyme E1-like protein 2) (E1-L2)	UBA6 MOP4 UBE1L2	Homo sapiens (Human)	1052	GO:0004792; GO:0004839; GO:0005524; GO:0005737; GO:0005829; GO:0006511; GO:0007612; GO:0007626; GO:0016567; GO:0016779; GO:0019780; GO:0021764; GO:0021766; GO:0060996
g23479	309.6371803	1.882700851	0.368000157	5.116032733	3.12E-07	4.30E-06	463	205	275	406	496	434	194	138	198	177	124	130	sp	P46379	BAG6_HUMAN	43.094	181	92	4	4	534	17	190	8.74E-27	112	P46379	reviewed	BAG6_HUMAN	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)	BAG6 BAT3 G3	Homo sapiens (Human)	1132	GO:0001822; GO:0002429; GO:0005102; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006325; GO:0006511; GO:0006620; GO:0006915; GO:0007130; GO:0007283; GO:0007420; GO:0010498; GO:0016020; GO:0018393; GO:0030101; GO:0030154; GO:0030324; GO:0030544; GO:0031593; GO:0031625; GO:0031647; GO:0032435; GO:0036503; GO:0036506; GO:0042771; GO:0042802; GO:0043022; GO:0043066; GO:0043161; GO:0043231; GO:0045861; GO:0045995; GO:0050821; GO:0051787; GO:0060090; GO:0061857; GO:0070059; GO:0070062; GO:0070628; GO:0071816; GO:0071818; GO:0140677; GO:1904294; GO:1990381
g23478	1715.613008	1.833383052	0.365832506	5.011536757	5.40E-07	7.02E-06	2700	1074	1432	2661	2802	1851	1439	839	898	910	755	744	sp	P46379	BAG6_HUMAN	28.741	421	238	8	1366	2592	756	1126	1.12E-39	162	P46379	reviewed	BAG6_HUMAN	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)	BAG6 BAT3 G3	Homo sapiens (Human)	1132	GO:0001822; GO:0002429; GO:0005102; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006325; GO:0006511; GO:0006620; GO:0006915; GO:0007130; GO:0007283; GO:0007420; GO:0010498; GO:0016020; GO:0018393; GO:0030101; GO:0030154; GO:0030324; GO:0030544; GO:0031593; GO:0031625; GO:0031647; GO:0032435; GO:0036503; GO:0036506; GO:0042771; GO:0042802; GO:0043022; GO:0043066; GO:0043161; GO:0043231; GO:0045861; GO:0045995; GO:0050821; GO:0051787; GO:0060090; GO:0061857; GO:0070059; GO:0070062; GO:0070628; GO:0071816; GO:0071818; GO:0140677; GO:1904294; GO:1990381
g2493	873.9948659	1.009048373	0.236299563	4.270208369	1.95E-05	0.000162614	1828	786	1170	1031	599	748	1166	779	785	633	464	507	sp	Q9PTW9	PSA7_CARAU	86.758	219	29	0	4	660	3	221	7.87E-135	383	Q9PTW9	reviewed	PSA7_CARAU	Proteasome subunit alpha type-7 (Proteasome subunit alpha 4)	psma7	Carassius auratus (Goldfish)	251	GO:0005634; GO:0005737; GO:0005839; GO:0006511; GO:0010498; GO:0019773
g20134	218.8541245	-0.744715796	0.212984084	-3.496579572	0.000471264	0.002514011	142	184	129	201	75	117	436	315	287	444	253	287	sp	Q5F3N6	BAP1_CHICK	42.838	740	343	11	1	2154	1	682	1.08E-161	487	Q5F3N6	reviewed	BAP1_CHICK	Ubiquitin carboxyl-terminal hydrolase BAP1 (EC 3.4.19.12) (BRCA1-associated protein 1)	BAP1 RCJMB04_11f19	Gallus gallus (Chicken)	700	GO:0001558; GO:0003682; GO:0004843; GO:0005634; GO:0005737; GO:0006325; GO:0006511; GO:0016579; GO:0035517; GO:0045892; GO:0051726; GO:0071108
g9303	2581.872791	1.153947796	0.208790703	5.526815979	3.26E-08	5.82E-07	4054	2700	2690	3377	2527	2534	2663	1976	2131	1928	1271	1805	sp	Q9UMX0	UBQL1_HUMAN	58.609	302	111	2	481	1344	179	480	6.68E-102	323	Q9UMX0	reviewed	UBQL1_HUMAN	Ubiquilin-1 (Protein linking IAP with cytoskeleton 1) (PLIC-1) (hPLIC-1)	UBQLN1 DA41 PLIC1	Homo sapiens (Human)	589	GO:0000045; GO:0000502; GO:0005654; GO:0005737; GO:0005776; GO:0005783; GO:0005829; GO:0005886; GO:0006511; GO:0016235; GO:0016236; GO:0016241; GO:0019900; GO:0031396; GO:0031398; GO:0031410; GO:0031593; GO:0032991; GO:0034140; GO:0034976; GO:0035973; GO:0036503; GO:0042802; GO:0048471; GO:0071456; GO:0097352; GO:1901340; GO:1902175; GO:1904294
g6282	495.6749398	0.713119104	0.169148568	4.215933445	2.49E-05	0.000200319	593	722	428	571	379	449	621	447	392	461	427	406	sp	Q9Z2A5	ATE1_MOUSE	53.036	247	113	1	103	834	269	515	5.63E-89	276	Q9Z2A5	reviewed	ATE1_MOUSE	Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)	Ate1	Mus musculus (Mouse)	516	GO:0004057; GO:0005634; GO:0005737; GO:0006511; GO:0010498
g6283	641.2477463	0.809265012	0.184062853	4.396677544	1.10E-05	9.98E-05	789	1032	667	726	458	556	833	582	605	640	354	445	sp	O95260	ATE1_HUMAN	58.163	98	41	0	10	303	10	107	3.77E-36	137	O95260	reviewed	ATE1_HUMAN	Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)	ATE1	Homo sapiens (Human)	518	GO:0004057; GO:0005634; GO:0005737; GO:0006511; GO:0006979; GO:0010498; GO:0016598
g22627	88.05611698	-1.235365344	0.410000759	-3.013080628	0.002586102	0.010554361	40	57	79	54	21	28	149	150	63	121	279	115	sp	Q5XIU5	PSMF1_RAT	33.333	75	50	0	100	324	65	139	2.39E-17	62.4	Q5XIU5	reviewed	PSMF1_RAT	Proteasome inhibitor PI31 subunit	Psmf1	Rattus norvegicus (Rat)	271	GO:0000502; GO:0004866; GO:0005783; GO:0005829; GO:0006511; GO:0042803; GO:0043161; GO:0046982; GO:0048471; GO:0070628; GO:1901799
g9683	417.6186251	-2.077412442	0.320864181	-6.474429264	9.52E-11	2.95E-09	127	232	221	164	60	59	1165	879	438	992	868	656	sp	Q6ZT12	UBR3_HUMAN	33.293	817	434	17	1789	3951	1082	1883	8.02E-122	421	Q6ZT12	reviewed	UBR3_HUMAN	E3 ubiquitin-protein ligase UBR3 (EC 2.3.2.27) (N-recognin-3) (RING-type E3 ubiquitin transferase UBR3) (Ubiquitin-protein ligase E3-alpha-3) (Ubiquitin-protein ligase E3-alpha-III) (Zinc finger protein 650)	UBR3 KIAA2024 ZNF650	Homo sapiens (Human)	1888	GO:0000151; GO:0001701; GO:0001967; GO:0004842; GO:0005737; GO:0006511; GO:0007608; GO:0008270; GO:0009792; GO:0016020; GO:0016567; GO:0042048; GO:0045732; GO:0061630; GO:0071596; GO:1904878
g16612	121.5612444	-1.696595168	0.378906506	-4.477608967	7.55E-06	7.15E-05	35	95	81	41	30	22	199	223	124	229	267	281	sp	Q5ZHY5	CHIP_CHICK	59.286	280	112	1	4	837	35	314	2.25E-117	342	Q5ZHY5	reviewed	CHIP_CHICK	E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (RING-type E3 ubiquitin transferase CHIP) (STIP1 homology and U box-containing protein 1)	STUB1 RCJMB04_32b21	Gallus gallus (Chicken)	314	GO:0000209; GO:0004842; GO:0005634; GO:0005737; GO:0005739; GO:0006281; GO:0006511; GO:0006515; GO:0030018; GO:0034450; GO:0042803; GO:0043161; GO:0045862; GO:0051087; GO:0061630; GO:0071218
g12805	435.2743774	1.547804504	0.37047576	4.177883332	2.94E-05	0.000231173	528	841	558	263	576	448	549	177	131	398	267	183	sp	Q8TDB6	DTX3L_HUMAN	64.211	95	34	0	799	1083	646	740	9.39E-26	112	Q8TDB6	reviewed	DTX3L_HUMAN	E3 ubiquitin-protein ligase DTX3L (EC 2.3.2.27) (B-lymphoma- and BAL-associated protein) (Protein deltex-3-like) (RING-type E3 ubiquitin transferase DTX3L) (Rhysin-2) (Rhysin2)	DTX3L BBAP	Homo sapiens (Human)	740	GO:0000077; GO:0002230; GO:0004842; GO:0004857; GO:0005634; GO:0005654; GO:0005737; GO:0005764; GO:0005765; GO:0005829; GO:0006302; GO:0006511; GO:0007219; GO:0008333; GO:0015031; GO:0019899; GO:0031901; GO:0032092; GO:0032991; GO:0035563; GO:0042393; GO:0044389; GO:0045087; GO:0045893; GO:0046872; GO:0051444; GO:0051607; GO:0051865; GO:0070936; GO:0097677; GO:0140768; GO:0140852; GO:0140861; GO:0141000; GO:1900182; GO:1902966; GO:2000646
