gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.IDs
g15362	1318.780669	1.128709024	0.2653735	4.253284606	2.11E-05	0.000169055	2367	1293	1359	1304	1413	1341	1389	717	1011	885	1244	761	sp	O43242	PSMD3_HUMAN	65.868	501	163	2	22	1503	34	533	0	587	O43242	reviewed	PSMD3_HUMAN	26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58)	PSMD3	Homo sapiens (Human)	534	GO:0000502; GO:0005576; GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0008541; GO:0016020; GO:0022624; GO:0030234; GO:0034774; GO:0042176; GO:0043161; GO:0070062; GO:1904813
g15763	1512.59845	2.135983467	0.332287437	6.428119838	1.29E-10	3.79E-09	1968	2431	1777	3466	1639	1106	912	624	772	952	404	438	sp	P53804	TTC3_HUMAN	34.715	193	118	3	184	759	1822	2007	2.01E-23	102	P53804	reviewed	TTC3_HUMAN	E3 ubiquitin-protein ligase TTC3 (EC 2.3.2.27) (Protein DCRR1) (RING finger protein 105) (RING-type E3 ubiquitin transferase TTC3) (TPR repeat protein D) (Tetratricopeptide repeat protein 3) (TPR repeat protein 3)	TTC3 DCRR1 RNF105 TPRD	Homo sapiens (Human)	2025	GO:0004842; GO:0005634; GO:0005654; GO:0005730; GO:0005794; GO:0005829; GO:0006511; GO:0046872; GO:0070936
g15764	7624.244303	1.913407162	0.223724102	8.552530304	1.20E-17	1.12E-15	10710	12188	9872	12283	8683	6790	5258	3339	3215	5187	3889	2611	sp	P53804	TTC3_HUMAN	29.796	245	167	4	1180	1905	490	732	1.26E-28	130	P53804	reviewed	TTC3_HUMAN	E3 ubiquitin-protein ligase TTC3 (EC 2.3.2.27) (Protein DCRR1) (RING finger protein 105) (RING-type E3 ubiquitin transferase TTC3) (TPR repeat protein D) (Tetratricopeptide repeat protein 3) (TPR repeat protein 3)	TTC3 DCRR1 RNF105 TPRD	Homo sapiens (Human)	2025	GO:0004842; GO:0005634; GO:0005654; GO:0005730; GO:0005794; GO:0005829; GO:0006511; GO:0046872; GO:0070936
g15765	615.4362869	2.168551354	0.394838403	5.492250339	3.97E-08	6.61E-07	617	868	699	1825	478	618	370	355	298	258	214	121	sp	O88196	TTC3_MOUSE	36.029	136	73	3	562	957	226	351	1.56E-12	74.3	O88196	reviewed	TTC3_MOUSE	E3 ubiquitin-protein ligase TTC3 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TTC3) (TPR repeat protein D) (Mtprd)	Ttc3 Kiaa4119	Mus musculus (Mouse)	1979	GO:0004842; GO:0005634; GO:0005773; GO:0005794; GO:0006511; GO:0030517; GO:0045665; GO:0046872; GO:0070936
g21739	3405.623432	1.74521288	0.378229832	4.614159788	3.95E-06	3.95E-05	5037	2304	3290	4889	5468	3889	2498	2095	2306	1490	1053	1597	sp	P25867	UBCD1_DROME	91.156	147	13	0	1	441	1	147	1.02E-88	258	P25867	reviewed	UBCD1_DROME	Ubiquitin-conjugating enzyme E2-17 kDa (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme D1) (Protein effete) (Ubiquitin carrier protein) (Ubiquitin-protein ligase)	eff UbcD1 CG7425	Drosophila melanogaster (Fruit fly)	147	GO:0000151; GO:0000209; GO:0000278; GO:0001745; GO:0001751; GO:0005524; GO:0005634; GO:0005829; GO:0006511; GO:0007140; GO:0016322; GO:0016567; GO:0030718; GO:0031145; GO:0031625; GO:0031647; GO:0045676; GO:0045879; GO:0048132; GO:0051276; GO:0061057; GO:0061631; GO:0097039
g11649	1218.598221	1.385387603	0.357560527	3.874554089	0.00010682	0.00068206	2198	1249	1323	1492	1523	922	2253	595	612	699	530	677	sp	Q9ES00	UBE4B_MOUSE	49.164	1076	493	9	337	3435	106	1170	0	1051	Q9ES00	reviewed	UBE4B_MOUSE	Ubiquitin conjugation factor E4 B (EC 2.3.2.27) (RING-type E3 ubiquitin transferase E4 B) (Ubiquitin fusion degradation protein 2)	Ube4b Ufd2 Ufd2a	Mus musculus (Mouse)	1173	GO:0000151; GO:0000209; GO:0003222; GO:0005524; GO:0005634; GO:0005737; GO:0006457; GO:0006511; GO:0006513; GO:0008626; GO:0009411; GO:0016567; GO:0019899; GO:0030163; GO:0031175; GO:0034450; GO:0034976; GO:0036503; GO:0043161; GO:0051082; GO:0051117; GO:0051865; GO:0061630
g11648	10502.00376	1.172249913	0.382405091	3.065466282	0.002173309	0.008902624	15901	20519	11256	4941	9416	12327	7133	4719	6691	7245	13877	6905	sp	Q9BXM7	PINK1_HUMAN	38.514	444	225	11	673	1998	179	576	3.96E-83	276	Q9BXM7	reviewed	PINK1_HUMAN	"Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1)"	PINK1	Homo sapiens (Human)	581	GO:0000287; GO:0000422; GO:0000423; GO:0000785; GO:0002020; GO:0002082; GO:0002931; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005741; GO:0005743; GO:0005758; GO:0005783; GO:0005829; GO:0005856; GO:0006468; GO:0006511; GO:0006979; GO:0007005; GO:0010310; GO:0010629; GO:0010821; GO:0010857; GO:0010952; GO:0014046; GO:0016020; GO:0016239; GO:0016242; GO:0016301; GO:0016504; GO:0016567; GO:0018105; GO:0022904; GO:0030097; GO:0030424; GO:0030426; GO:0031396; GO:0031398; GO:0031625; GO:0032148; GO:0032226; GO:0033138; GO:0033603; GO:0034599; GO:0035307; GO:0035556; GO:0036289; GO:0038203; GO:0042981; GO:0043123; GO:0043254; GO:0043422; GO:0043524; GO:0044297; GO:0044877; GO:0045727; GO:0046329; GO:0048471; GO:0050821; GO:0051443; GO:0051881; GO:0051897; GO:0055131; GO:0061136; GO:0071456; GO:0072655; GO:0072656; GO:0090141; GO:0090200; GO:0090258; GO:0097237; GO:0097413; GO:0097449; GO:0098779; GO:0099074; GO:0106310; GO:1900407; GO:1901525; GO:1902803; GO:1902902; GO:1902958; GO:1903146; GO:1903214; GO:1903298; GO:1903377; GO:1903384; GO:1903751; GO:1903852; GO:1903955; GO:1904544; GO:1904841; GO:1904881; GO:2000377; GO:2000378; GO:2001171; GO:2001243
g12645	344.3604404	0.488016724	0.198779112	2.455070454	0.014085698	0.041190465	436	326	306	322	283	352	498	379	319	312	254	338	sp	Q9P0J7	KCMF1_HUMAN	60.641	343	116	5	1	1017	1	328	8.36E-130	380	Q9P0J7	reviewed	KCMF1_HUMAN	E3 ubiquitin-protein ligase KCMF1 (EC 2.3.2.27) (FGF-induced in gastric cancer) (Potassium channel modulatory factor) (PCMF) (ZZ-type zinc finger-containing protein 1)	KCMF1 FIGC ZZZ1	Homo sapiens (Human)	381	GO:0005576; GO:0005737; GO:0005764; GO:0005770; GO:0005829; GO:0005886; GO:0006511; GO:0006979; GO:0008270; GO:0043161; GO:0045202; GO:0061630; GO:0070534; GO:0070936; GO:0099536; GO:0141191; GO:1904813
g5945	184.5696942	1.605956014	0.627531425	2.55916429	0.010492414	0.032418123	164	694	243	32	28	403	192	101	78	125	57	118	sp	Q9N1T2	RPGR_CANLF	48.087	366	186	3	1	1089	1	365	3.47E-98	332	Q9N1T2	reviewed	RPGR_CANLF	X-linked retinitis pigmentosa GTPase regulator	RPGR	Canis lupus familiaris (Dog) (Canis familiaris)	1003	GO:0001750; GO:0005085; GO:0005737; GO:0005794; GO:0005813; GO:0006511; GO:0007601; GO:0016567; GO:0036064; GO:0036126; GO:0042073; GO:0060271; GO:0061630
g11157	123.7390592	-1.009199282	0.367267201	-2.747861172	0.00599854	0.02061043	85	105	108	82	20	45	257	156	97	362	197	166	sp	Q8BM54	MYLIP_MOUSE	29.36	344	224	7	1	1011	1	332	2.21E-39	148	Q8BM54	reviewed	MYLIP_MOUSE	E3 ubiquitin-protein ligase MYLIP (EC 2.3.2.27) (Inducible degrader of the LDL-receptor) (Idol) (Myosin regulatory light chain-interacting protein) (MIR) (RING-type E3 ubiquitin transferase MYLIP)	Mylip	Mus musculus (Mouse)	445	GO:0004842; GO:0005737; GO:0005856; GO:0005886; GO:0006511; GO:0007399; GO:0008092; GO:0010977; GO:0010989; GO:0016567; GO:0031648; GO:0032803; GO:0042632; GO:0045732; GO:0046872; GO:0061630; GO:0071404
g16729	199.7291642	1.253720501	0.328499184	3.816510249	0.000135352	0.000838282	431	210	141	227	230	172	199	135	146	101	131	145	sp	Q9VBP9	NPL4_DROME	51.266	316	143	1	1	915	337	652	4.29E-112	341	Q9VBP9	reviewed	NPL4_DROME	Nuclear protein localization protein 4 homolog	Npl4 CG4673	Drosophila melanogaster (Fruit fly)	652	GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0031625; GO:0043130; GO:0043161; GO:0045879; GO:0046872; GO:0071795; GO:0098586
g16728	131.6924371	1.712846383	0.339533334	5.044707582	4.54E-07	5.77E-06	215	128	115	262	141	143	125	76	89	60	52	50	sp	P60670	NPL4_MOUSE	45.148	237	94	3	1	606	1	236	6.48E-67	196	P60670	reviewed	NPL4_MOUSE	Nuclear protein localization protein 4 homolog (Protein NPL4)	Nploc4 Kiaa1499 Npl4	Mus musculus (Mouse)	608	GO:0005634; GO:0005783; GO:0005829; GO:0006511; GO:0007030; GO:0030970; GO:0031625; GO:0032480; GO:0034098; GO:0036501; GO:0036503; GO:0039536; GO:0042175; GO:0043130; GO:0043161; GO:0044877; GO:0046872; GO:0051117
g3771	821.2952088	0.758690448	0.305762769	2.481304217	0.01309026	0.038752198	951	1341	1085	461	545	1011	1144	740	687	931	285	786	sp	Q7TPD1	FBX11_MOUSE	71.357	803	219	5	310	2709	136	930	0	1198	Q7TPD1	reviewed	FBX11_MOUSE	F-box only protein 11	Fbxo11	Mus musculus (Mouse)	930	GO:0004842; GO:0005654; GO:0005694; GO:0005730; GO:0005737; GO:0006511; GO:0007605; GO:0008270; GO:0010719; GO:0016274; GO:0016567; GO:0042981; GO:0043161; GO:0045732; GO:1904878; GO:1990756
g3351	823.2799639	0.876729929	0.179244119	4.891261887	1.00E-06	1.16E-05	1091	973	808	774	742	981	942	525	725	733	612	688	sp	Q9R049	AMFR_MOUSE	44.376	649	297	10	46	1986	16	602	2.28E-167	499	Q9R049	reviewed	AMFR_MOUSE	E3 ubiquitin-protein ligase AMFR (EC 2.3.2.36) (Autocrine motility factor receptor) (AMF receptor) (RING-type E3 ubiquitin transferase AMFR)	Amfr	Mus musculus (Mouse)	643	GO:0000151; GO:0000166; GO:0000209; GO:0004842; GO:0005783; GO:0005789; GO:0005794; GO:0005829; GO:0005886; GO:0006511; GO:0007611; GO:0016055; GO:0030425; GO:0030426; GO:0030674; GO:0030968; GO:0032991; GO:0034450; GO:0036503; GO:0036513; GO:0038023; GO:0038061; GO:0042802; GO:0043025; GO:0043130; GO:0044314; GO:0046872; GO:0048471; GO:0051087; GO:0051865; GO:0061630; GO:0070936; GO:0090090; GO:1904288; GO:1990381; GO:2000638
g1443	136.8993088	-1.386770276	0.403560719	-3.436336126	0.000589639	0.002945124	46	105	119	28	43	56	300	113	243	337	285	168	sp	F6UA42	UHRF1_XENTR	60.884	611	226	3	742	2565	175	775	0	722	F6UA42	reviewed	UHRF1_XENTR	E3 ubiquitin-protein ligase UHRF1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase UHRF1) (Ubiquitin-like PHD and RING finger domain-containing protein 1) (Ubiquitin-like-containing PHD and RING finger domains protein 1)	uhrf1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	775	GO:0000122; GO:0000785; GO:0000791; GO:0000792; GO:0004842; GO:0005634; GO:0005657; GO:0006511; GO:0008270; GO:0016567; GO:0031507; GO:0035064; GO:0042393; GO:0044027; GO:0044729
g22141	178.150983	-1.033678282	0.377023614	-2.741680478	0.006112577	0.020881715	163	142	166	144	22	33	369	345	262	275	262	219	sp	Q5RFS2	CSN3_PONAB	69.108	314	95	1	1	942	1	312	2.05E-157	452	Q5RFS2	reviewed	CSN3_PONAB	COP9 signalosome complex subunit 3 (SGN3) (Signalosome subunit 3)	COPS3 CSN3	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	423	GO:0000338; GO:0001701; GO:0005654; GO:0005829; GO:0006511; GO:0008180; GO:0048471; GO:1902162
g21569	1217.950281	4.19000539	0.497137734	8.42825861	3.51E-17	3.11E-15	1445	2102	3158	1032	2437	991	283	157	31	144	221	121	sp	Q6NW85	ARI1L_DANRE	31.313	198	111	7	520	1092	179	358	4.45E-21	100	Q6NW85	reviewed	ARI1L_DANRE	E3 ubiquitin-protein ligase arih1l (EC 2.3.2.31)	arih1l zgc:85905	Danio rerio (Zebrafish) (Brachydanio rerio)	533	GO:0000151; GO:0000209; GO:0004842; GO:0005634; GO:0005737; GO:0006511; GO:0008270; GO:0016567; GO:0031624; GO:0061630
g8682	228.0414242	1.014389559	0.336546425	3.014114801	0.002577303	0.01026047	351	292	293	246	243	114	172	220	248	145	118	181	sp	Q9CPX9	APC11_MOUSE	82.143	84	12	1	1	243	1	84	2.63E-41	132	Q9CPX9	reviewed	APC11_MOUSE	Anaphase-promoting complex subunit 11 (APC11) (Cyclosome subunit 11)	Anapc11	Mus musculus (Mouse)	84	GO:0005634; GO:0005654; GO:0005680; GO:0005730; GO:0005737; GO:0006511; GO:0008270; GO:0016567; GO:0031145; GO:0034450; GO:0045842; GO:0051301; GO:0061630; GO:0070936; GO:0070979; GO:0097602; GO:0141198
g12673	1259.460511	2.470692471	0.316556332	7.804906183	5.95E-15	3.79E-13	1297	1731	1745	1625	1963	1889	695	407	489	513	209	466	sp	Q3ULA2	FBW1A_MOUSE	74.409	508	103	2	7	1449	98	605	0	787	Q3ULA2	reviewed	FBW1A_MOUSE	F-box/WD repeat-containing protein 1A (Beta-TrCP protein E3RS-IkappaB) (Beta-transducin repeat-containing protein) (Beta-TrCP) (E3RSIkappaB) (mE3RS-IkappaB) (F-box and WD repeats protein beta-TrCP) (HOS) (Ubiquitin ligase FWD1) (pIkappaB-E3 receptor subunit)	Btrc Fbw1 Fbxw1 Fwd1 Kiaa4123	Mus musculus (Mouse)	605	GO:0000209; GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0006470; GO:0006508; GO:0006511; GO:0008013; GO:0016055; GO:0016567; GO:0019005; GO:0030163; GO:0031146; GO:0031648; GO:0033598; GO:0038061; GO:0042752; GO:0042753; GO:0043122; GO:0043161; GO:0045309; GO:0045862; GO:0045892; GO:0045893; GO:0046983; GO:0048511; GO:0051726; GO:0060444; GO:0060828; GO:0061136; GO:0061630; GO:0070936; GO:0071407; GO:1990756; GO:1990757
g11249	1489.931134	1.769784144	0.260869421	6.784176306	1.17E-11	4.12E-10	2167	1808	1514	2057	1977	1756	928	749	994	803	677	637	sp	Q9H0E2	TOLIP_HUMAN	47.855	303	119	6	1	888	1	271	7.64E-82	251	Q9H0E2	reviewed	TOLIP_HUMAN	Toll-interacting protein	TOLLIP	Homo sapiens (Human)	274	GO:0005150; GO:0005576; GO:0005737; GO:0005769; GO:0005829; GO:0006511; GO:0006914; GO:0006954; GO:0007165; GO:0016310; GO:0016604; GO:0019897; GO:0019900; GO:0030855; GO:0031624; GO:0031625; GO:0032183; GO:0032991; GO:0033235; GO:0035325; GO:0035578; GO:0035580; GO:0036010; GO:0043130; GO:0045087; GO:0045321; GO:0048471; GO:0060090; GO:0070062; GO:0070498
g10192	1250.012759	0.703821608	0.213519393	3.296288917	0.000979712	0.004536424	1875	1202	1395	1555	989	916	1474	1009	1289	1160	1128	857	sp	F6P3G4	PS11A_DANRE	72.115	416	116	0	7	1254	5	420	0	595	F6P3G4	reviewed	PS11A_DANRE	26S proteasome non-ATPase regulatory subunit 11A (26S proteasome regulatory subunit RPN6-A)	psmd11a	Danio rerio (Zebrafish) (Brachydanio rerio)	421	GO:0005198; GO:0005634; GO:0005829; GO:0006511; GO:0008541; GO:0022624; GO:0043248; GO:0048863
g17979	665.2467304	0.826266258	0.347744143	2.37607527	0.017497893	0.048946464	960	402	464	521	940	774	732	461	562	531	596	483	sp	Q8BW70	UBP38_MOUSE	53.205	312	146	0	37	972	233	544	1.66E-110	367	Q8BW70	reviewed	UBP38_MOUSE	Ubiquitin carboxyl-terminal hydrolase 38 (EC 3.4.19.12) (Deubiquitinating enzyme 38) (Ubiquitin thioesterase 38) (Ubiquitin-specific-processing protease 38)	Usp38	Mus musculus (Mouse)	1042	GO:0004843; GO:0005634; GO:0005829; GO:0006511; GO:0016579; GO:0032435; GO:0045824; GO:0140311
g19281	36.49433415	-2.235417589	0.825349348	-2.708450178	0.006759826	0.022688003	11	18	15	25	0	0	87	62	22	119	106	49	sp	Q5SPX3	RN215_MOUSE	33.208	265	159	7	214	966	112	372	3.82E-38	142	Q5SPX3	reviewed	RN215_MOUSE	RING finger protein 215	Rnf215	Mus musculus (Mouse)	379	GO:0005737; GO:0006511; GO:0016020; GO:0046872; GO:0061630
g19706	98.42564315	-1.067236329	0.359192235	-2.971212143	0.002966268	0.011514216	86	65	111	48	26	20	219	115	121	137	186	184	sp	Q810L3	CHFR_MOUSE	48.223	197	94	4	1249	1830	471	662	4.19E-54	199	Q810L3	reviewed	CHFR_MOUSE	E3 ubiquitin-protein ligase CHFR (EC 2.3.2.27) (Checkpoint with forkhead and RING finger domains protein) (RING-type E3 ubiquitin transferase CHFR)	Chfr	Mus musculus (Mouse)	664	GO:0000166; GO:0000209; GO:0000278; GO:0004842; GO:0005634; GO:0006511; GO:0016567; GO:0016605; GO:0031398; GO:0031648; GO:0032436; GO:0044779; GO:0044818; GO:0046872; GO:0051301; GO:0061630
g10576	623.9806381	0.952643775	0.281726841	3.38144485	0.000721057	0.003486307	1237	548	888	709	446	490	665	511	658	481	536	255	sp	Q5E964	PSD13_BOVIN	58.245	376	156	1	1	1128	1	375	9.27E-165	469	Q5E964	reviewed	PSD13_BOVIN	26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)	PSMD13	Bos taurus (Bovine)	376	GO:0005198; GO:0005634; GO:0005829; GO:0006511; GO:0008541; GO:0022624
g14231	1517.820971	1.885564604	0.390070871	4.833902617	1.34E-06	1.51E-05	2152	1228	1274	1382	2750	2379	777	617	956	549	832	591	sp	Q9UBF6	RBX2_HUMAN	91.86	86	7	0	103	360	28	113	8.51E-55	169	Q9UBF6	reviewed	RBX2_HUMAN	RING-box protein 2 (Rbx2) (EC 2.3.2.27) (EC 2.3.2.32) (CKII beta-binding protein 1) (CKBBP1) (RING finger protein 7) (Regulator of cullins 2) (Sensitive to apoptosis gene protein)	RNF7 RBX2 ROC2 SAG	Homo sapiens (Human)	113	GO:0005507; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006511; GO:0008270; GO:0016567; GO:0019788; GO:0030968; GO:0031466; GO:0038026; GO:0043161; GO:0043687; GO:0045116; GO:0051775; GO:0061630; GO:0061663; GO:0070979; GO:0097602; GO:2001222
g6268	35.01084523	-2.166671105	0.832827127	-2.601585653	0.009279389	0.029347895	14	0	16	27	0	13	62	76	69	72	101	25	sp	Q9WVS6	PRKN_MOUSE	49.415	427	188	11	118	1371	57	464	9.12E-135	399	Q9WVS6	reviewed	PRKN_MOUSE	E3 ubiquitin-protein ligase parkin (EC 2.3.2.31) (Parkin RBR E3 ubiquitin-protein ligase)	Prkn Park2	Mus musculus (Mouse)	464	GO:0000122; GO:0000139; GO:0000151; GO:0000209; GO:0000266; GO:0000422; GO:0000423; GO:0001664; GO:0001933; GO:0001963; GO:0001964; GO:0003714; GO:0003779; GO:0005634; GO:0005737; GO:0005739; GO:0005741; GO:0005783; GO:0005789; GO:0005794; GO:0005829; GO:0006511; GO:0006513; GO:0006979; GO:0007005; GO:0007612; GO:0007626; GO:0008013; GO:0008021; GO:0008270; GO:0008344; GO:0010506; GO:0010628; GO:0010629; GO:0010636; GO:0010637; GO:0010821; GO:0010918; GO:0010994; GO:0014069; GO:0015631; GO:0016235; GO:0016567; GO:0016607; GO:0019538; GO:0019900; GO:0019901; GO:0030163; GO:0030165; GO:0030424; GO:0030544; GO:0030672; GO:0031624; GO:0031625; GO:0031648; GO:0032232; GO:0032436; GO:0032991; GO:0034599; GO:0034976; GO:0035249; GO:0035774; GO:0042053; GO:0042415; GO:0042417; GO:0042802; GO:0042826; GO:0042981; GO:0043005; GO:0043025; GO:0043065; GO:0043123; GO:0043130; GO:0043161; GO:0043195; GO:0043274; GO:0043524; GO:0043653; GO:0044828; GO:0044877; GO:0045202; GO:0045944; GO:0046329; GO:0046676; GO:0046928; GO:0048471; GO:0050804; GO:0050821; GO:0051582; GO:0051583; GO:0051646; GO:0051865; GO:0051881; GO:0051967; GO:0061630; GO:0061734; GO:0070050; GO:0070534; GO:0070585; GO:0070842; GO:0070936; GO:0070979; GO:0085020; GO:0090090; GO:0090141; GO:0090201; GO:0090258; GO:0090394; GO:0097237; GO:0097602; GO:0097708; GO:0098691; GO:0098793; GO:0098794; GO:0098978; GO:0099072; GO:0099073; GO:0099074; GO:0140251; GO:1900242; GO:1900407; GO:1901526; GO:1902236; GO:1902254; GO:1902530; GO:1903265; GO:1903377; GO:1903382; GO:1903427; GO:1903542; GO:1903861; GO:1904049; GO:1904881; GO:1905232; GO:1905366; GO:1905477; GO:1990381; GO:1990444; GO:1990452; GO:2001171
g13023	124.1473063	0.647931683	0.236826842	2.735887869	0.006221222	0.021194146	121	123	159	197	67	118	177	110	112	109	105	98	sp	Q708Y0	EBF2_ARATH	28.745	247	153	8	301	1023	188	417	4.92E-10	65.9	Q708Y0	reviewed	EBF2_ARATH	EIN3-binding F-box protein 2	EBF2 At5g25350 F18G18.90	Arabidopsis thaliana (Mouse-ear cress)	623	GO:0005634; GO:0006511; GO:0009723; GO:0009873; GO:0010105; GO:0016567; GO:0019005
g6193	672.9773614	1.293571418	0.281986208	4.58735705	4.49E-06	4.42E-05	1049	939	559	641	868	643	684	409	402	560	494	311	sp	O08759	UBE3A_MOUSE	43.541	418	213	6	2155	3396	471	869	1.91E-92	319	O08759	reviewed	UBE3A_MOUSE	Ubiquitin-protein ligase E3A (EC 2.3.2.26) (HECT-type ubiquitin transferase E3A) (Oncogenic protein-associated protein E6-AP)	Ube3a	Mus musculus (Mouse)	870	GO:0000209; GO:0000502; GO:0001541; GO:0003713; GO:0004842; GO:0005634; GO:0005829; GO:0006511; GO:0008021; GO:0016567; GO:0030521; GO:0031398; GO:0032570; GO:0035037; GO:0035641; GO:0042220; GO:0042542; GO:0042752; GO:0043161; GO:0045944; GO:0046872; GO:0048167; GO:0048511; GO:0050804; GO:0050847; GO:0051865; GO:0051897; GO:0060736; GO:0061002; GO:0061630; GO:0061743; GO:0070936; GO:0098978; GO:0099524; GO:1904262; GO:1905528; GO:1990416; GO:2000058
g76	308.6779107	0.626081369	0.241211119	2.595574247	0.0094433	0.029800775	308	289	371	245	302	334	370	185	277	424	218	303	sp	E1B7X3	R146A_BOVIN	57.962	157	61	1	88	558	31	182	1.31E-57	196	E1B7X3	reviewed	R146A_BOVIN	E3 ubiquitin-protein ligase RNF146-A (EC 2.3.2.27) (RING finger protein 146-A) (RING-type E3 ubiquitin transferase RNF146-A)	RNF146A	Bos taurus (Bovine)	346	GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0006511; GO:0008270; GO:0016055; GO:0051865; GO:0061630; GO:0070936; GO:0072572; GO:0090263
g11424	216.8127239	1.202779843	0.382797881	3.142075496	0.001677548	0.00715715	275	171	233	261	363	109	166	130	105	169	232	127	sp	Q9Y5A7	NUB1_HUMAN	34.307	548	321	9	34	1632	12	535	3.58E-78	263	Q9Y5A7	reviewed	NUB1_HUMAN	NEDD8 ultimate buster 1 (Negative regulator of ubiquitin-like proteins 1) (Renal carcinoma antigen NY-REN-18)	NUB1 NYREN18	Homo sapiens (Human)	615	GO:0005654; GO:0005730; GO:0005829; GO:0006511; GO:0016567; GO:0032436; GO:0034341; GO:0034612; GO:2000058
g20470	437.4401187	0.871798488	0.216707712	4.022923216	5.75E-05	0.000396097	517	563	464	440	464	365	568	346	329	394	354	286	sp	O95376	ARI2_HUMAN	57.639	432	180	2	130	1425	62	490	0	541	O95376	reviewed	ARI2_HUMAN	E3 ubiquitin-protein ligase ARIH2 (ARI-2) (Protein ariadne-2 homolog) (EC 2.3.2.31) (Triad1 protein)	ARIH2 ARI2 TRIAD1 HT005	Homo sapiens (Human)	493	GO:0000151; GO:0000209; GO:0004842; GO:0005634; GO:0005654; GO:0005737; GO:0006511; GO:0008270; GO:0016567; GO:0031624; GO:0043161; GO:0048588; GO:0061630; GO:0070534; GO:0070936; GO:0071425; GO:1903955
g11856	284.4299154	-1.929933428	0.313109785	-6.163759549	7.10E-10	1.77E-08	94	61	82	159	108	96	733	490	609	564	445	410	sp	Q923V4	FBX6_RAT	36.187	257	147	6	136	897	4	246	5.33E-49	167	Q923V4	reviewed	FBX6_RAT	F-box only protein 6 (F-box only protein 6b) (F-box protein that recognizes sugar chains 2) (F-box/G-domain protein 2)	Fbxo6 Fbg2 Fbs2 Fbxo6b	Rattus norvegicus (Rat)	284	GO:0005737; GO:0006281; GO:0006511; GO:0006516; GO:0006986; GO:0016567; GO:0019005; GO:0030246; GO:0031146; GO:0036503; GO:0044322; GO:0061630
g1093	124.6482565	6.591248015	1.238923969	5.320139232	1.04E-07	1.57E-06	139	101	705	18	61	320	0	21	0	0	0	3	sp	Q3T0J1	FBX4_BOVIN	30.986	213	128	5	373	957	46	257	5.44E-20	93.2	Q3T0J1	reviewed	FBX4_BOVIN	F-box only protein 4	FBXO4	Bos taurus (Bovine)	387	GO:0000209; GO:0000723; GO:0005737; GO:0006511; GO:0019005; GO:0031146; GO:0031398
g19466	367.9968301	1.145096409	0.38635888	2.963815424	0.003038505	0.011733931	771	232	367	435	358	388	605	382	167	290	117	229	sp	Q92890	UFD1_HUMAN	62.662	308	107	4	4	909	1	306	5.32E-130	375	Q92890	reviewed	UFD1_HUMAN	Ubiquitin recognition factor in ER-associated degradation protein 1 (Ubiquitin fusion degradation protein 1) (UB fusion protein 1)	UFD1 UFD1L	Homo sapiens (Human)	307	GO:0001501; GO:0004843; GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0030970; GO:0031593; GO:0032480; GO:0034098; GO:0036435; GO:0036501; GO:0036503; GO:0039536; GO:0043161; GO:0071218
