gene_id	baseMean.x	log2FoldChange.x	lfcSE.x	stat.x	pvalue.x	padj.x	PSC.56	PSC.52	PSC.54	PSC.61	PSC.64	PSC.73	PSC.76	PSC.81	PSC.59	PSC.57	PSC.69	PSC.67	PSC.71	PSC.75	PSC.78	PSC.83	V2.x	uniprot_accession.x	gene_name.x	V5.x	V6.x	V7.x	V8.x	V9.x	V10.x	V11.x	V12.x	V13.x	V14.x	Entry.x	Reviewed.x	Entry.Name.x	Protein.names.x	Gene.Names.x	Organism.x	Length.x	Gene.Ontology.IDs.x	baseMean.y	log2FoldChange.y	lfcSE.y	stat.y	pvalue.y	padj.y	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2.y	uniprot_accession.y	gene_name.y	V5.y	V6.y	V7.y	V8.y	V9.y	V10.y	V11.y	V12.y	V13.y	V14.y	Entry.y	Reviewed.y	Entry.Name.y	Protein.names.y	Gene.Names.y	Organism.y	Length.y	Gene.Ontology.IDs.y
g6193	1188.673954	1.237123924	0.28141188	4.396132537	1.10E-05	9.43E-05	1325	1076	1012	597	725	772	1068	1077	864	711	1101	1446	1815	639	1071	2032	sp	O08759	UBE3A_MOUSE	43.541	418	213	6	2155	3396	471	869	1.91E-92	319	O08759	reviewed	UBE3A_MOUSE	Ubiquitin-protein ligase E3A (EC 2.3.2.26) (HECT-type ubiquitin transferase E3A) (Oncogenic protein-associated protein E6-AP)	Ube3a	Mus musculus (Mouse)	870	GO:0000209; GO:0000502; GO:0001541; GO:0003713; GO:0004842; GO:0005634; GO:0005829; GO:0006511; GO:0008021; GO:0016567; GO:0030521; GO:0031398; GO:0032570; GO:0035037; GO:0035641; GO:0042220; GO:0042542; GO:0042752; GO:0043161; GO:0045944; GO:0046872; GO:0048167; GO:0048511; GO:0050804; GO:0050847; GO:0051865; GO:0051897; GO:0060736; GO:0061002; GO:0061630; GO:0061743; GO:0070936; GO:0098978; GO:0099524; GO:1904262; GO:1905528; GO:1990416; GO:2000058	672.9773614	1.30838148	0.280100235	4.671118815	3.00E-06	3.20E-05	1049	939	559	641	868	643	684	409	402	560	494	311	sp	O08759	UBE3A_MOUSE	43.541	418	213	6	2155	3396	471	869	1.91E-92	319	O08759	reviewed	UBE3A_MOUSE	Ubiquitin-protein ligase E3A (EC 2.3.2.26) (HECT-type ubiquitin transferase E3A) (Oncogenic protein-associated protein E6-AP)	Ube3a	Mus musculus (Mouse)	870	GO:0000209; GO:0000502; GO:0001541; GO:0003713; GO:0004842; GO:0005634; GO:0005829; GO:0006511; GO:0008021; GO:0016567; GO:0030521; GO:0031398; GO:0032570; GO:0035037; GO:0035641; GO:0042220; GO:0042542; GO:0042752; GO:0043161; GO:0045944; GO:0046872; GO:0048167; GO:0048511; GO:0050804; GO:0050847; GO:0051865; GO:0051897; GO:0060736; GO:0061002; GO:0061630; GO:0061743; GO:0070936; GO:0098978; GO:0099524; GO:1904262; GO:1905528; GO:1990416; GO:2000058
g10811	1106.910443	1.496236701	0.424063104	3.528335019	0.000418183	0.002133795	475	530	1033	344	588	1745	730	869	1327	1992	539	2123	581	598	484	1845	sp	Q8VHQ2	SOCS7_MOUSE	59.88	167	66	1	2410	2907	386	552	3.15E-51	194	Q8VHQ2	reviewed	SOCS7_MOUSE	Suppressor of cytokine signaling 7 (SOCS-7)	Socs7 Cish7 Nap4	Mus musculus (Mouse)	579	GO:0005634; GO:0005737; GO:0005886; GO:0005942; GO:0008286; GO:0009968; GO:0016567; GO:0021799; GO:0021819; GO:0021942; GO:0031466; GO:0035556; GO:0043161; GO:0045444; GO:0046854; GO:0046935; GO:0140031; GO:1990756	1074.994566	2.296574905	0.462717324	4.963235191	6.93E-07	8.70E-06	916	906	976	742	2474	1764	711	370	335	473	437	380	sp	Q8VHQ2	SOCS7_MOUSE	59.88	167	66	1	2410	2907	386	552	3.15E-51	194	Q8VHQ2	reviewed	SOCS7_MOUSE	Suppressor of cytokine signaling 7 (SOCS-7)	Socs7 Cish7 Nap4	Mus musculus (Mouse)	579	GO:0005634; GO:0005737; GO:0005886; GO:0005942; GO:0008286; GO:0009968; GO:0016567; GO:0021799; GO:0021819; GO:0021942; GO:0031466; GO:0035556; GO:0043161; GO:0045444; GO:0046854; GO:0046935; GO:0140031; GO:1990756
g19466	926.9721091	0.978734609	0.296165317	3.304690164	0.000950814	0.004255132	912	1218	1074	367	628	808	676	1165	872	1235	398	903	1343	357	1764	677	sp	Q92890	UFD1_HUMAN	62.662	308	107	4	4	909	1	306	5.32E-130	375	Q92890	reviewed	UFD1_HUMAN	Ubiquitin recognition factor in ER-associated degradation protein 1 (Ubiquitin fusion degradation protein 1) (UB fusion protein 1)	UFD1 UFD1L	Homo sapiens (Human)	307	GO:0001501; GO:0004843; GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0030970; GO:0031593; GO:0032480; GO:0034098; GO:0036435; GO:0036501; GO:0036503; GO:0039536; GO:0043161; GO:0071218	367.9968301	1.128147726	0.37002103	3.04887462	0.002297003	0.009534043	771	232	367	435	358	388	605	382	167	290	117	229	sp	Q92890	UFD1_HUMAN	62.662	308	107	4	4	909	1	306	5.32E-130	375	Q92890	reviewed	UFD1_HUMAN	Ubiquitin recognition factor in ER-associated degradation protein 1 (Ubiquitin fusion degradation protein 1) (UB fusion protein 1)	UFD1 UFD1L	Homo sapiens (Human)	307	GO:0001501; GO:0004843; GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0030970; GO:0031593; GO:0032480; GO:0034098; GO:0036435; GO:0036501; GO:0036503; GO:0039536; GO:0043161; GO:0071218
g20821	130.4415754	-1.574802046	0.433089607	-3.63620373	0.000276686	0.001511956	160	325	318	254	205	326	269	234	76	27	21	83	32	10	181	15	sp	Q91ZT8	ASB9_MOUSE	37.594	266	154	7	52	837	30	287	3.29E-46	160	Q91ZT8	reviewed	ASB9_MOUSE	Ankyrin repeat and SOCS box protein 9 (ASB-9)	Asb9	Mus musculus (Mouse)	290	GO:0005739; GO:0016567; GO:0031466; GO:0035556; GO:0043161; GO:0045732; GO:1990756	57.02825727	-2.570201958	0.752022221	-3.417720763	0.000631479	0.003217474	14	30	35	0	0	16	174	183	83	136	75	79	sp	Q91ZT8	ASB9_MOUSE	37.594	266	154	7	52	837	30	287	3.29E-46	160	Q91ZT8	reviewed	ASB9_MOUSE	Ankyrin repeat and SOCS box protein 9 (ASB-9)	Asb9	Mus musculus (Mouse)	290	GO:0005739; GO:0016567; GO:0031466; GO:0035556; GO:0043161; GO:0045732; GO:1990756
g23546	3795.419637	0.79125086	0.223125389	3.54621616	0.000390805	0.002015031	5938	3549	3517	2571	4110	3917	2666	3430	3680	4860	3619	4156	6206	1076	4083	2617	sp	P70195	PSB7_MOUSE	61.786	280	80	4	1	768	1	277	4.19E-117	339	P70195	reviewed	PSB7_MOUSE	Proteasome subunit beta type-7 (EC 3.4.25.1) (Macropain chain Z) (Multicatalytic endopeptidase complex chain Z) (Proteasome subunit Z) (Proteasome subunit beta-2) (beta-2)	Psmb7 Mmc14	Mus musculus (Mouse)	277	GO:0004175; GO:0004298; GO:0005634; GO:0005654; GO:0005829; GO:0005839; GO:0016604; GO:0019774; GO:0043161	1468.152257	0.767187682	0.155663208	4.928510044	8.29E-07	1.02E-05	2140	1608	1839	1617	1118	1215	1620	1341	1454	1304	948	1252	sp	P70195	PSB7_MOUSE	61.786	280	80	4	1	768	1	277	4.19E-117	339	P70195	reviewed	PSB7_MOUSE	Proteasome subunit beta type-7 (EC 3.4.25.1) (Macropain chain Z) (Multicatalytic endopeptidase complex chain Z) (Proteasome subunit Z) (Proteasome subunit beta-2) (beta-2)	Psmb7 Mmc14	Mus musculus (Mouse)	277	GO:0004175; GO:0004298; GO:0005634; GO:0005654; GO:0005829; GO:0005839; GO:0016604; GO:0019774; GO:0043161
g8908	1633.621092	0.989895204	0.25910193	3.820485639	0.000133189	0.000815265	2249	1321	1384	833	2119	1229	1072	1588	1666	1297	1370	2166	2633	475	3478	1021	sp	P25789	PSA4_HUMAN	83.772	228	37	0	1	684	1	228	1.96E-145	410	P25789	reviewed	PSA4_HUMAN	Proteasome subunit alpha type-4 (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L) (Proteasome subunit alpha-3) (alpha-3)	PSMA4 HC9 PSC9	Homo sapiens (Human)	261	GO:0000502; GO:0000932; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005839; GO:0019773; GO:0043161; GO:0043231; GO:0070062	741.1436865	0.958355174	0.314975327	3.042635696	0.002345161	0.009708121	1634	701	1152	771	500	478	821	621	778	648	236	608	sp	P25789	PSA4_HUMAN	83.772	228	37	0	1	684	1	228	1.96E-145	410	P25789	reviewed	PSA4_HUMAN	Proteasome subunit alpha type-4 (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L) (Proteasome subunit alpha-3) (alpha-3)	PSMA4 HC9 PSC9	Homo sapiens (Human)	261	GO:0000502; GO:0000932; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005839; GO:0019773; GO:0043161; GO:0043231; GO:0070062
g22030	1095.817413	2.518058879	0.304375432	8.272871638	1.31E-16	8.37E-15	498	353	444	424	468	369	403	527	1950	2613	774	1950	2005	499	467	1296	sp	A0A0G2JZ79	SIR1_RAT	65.549	328	106	4	25	1005	1	322	4.33E-153	450	A0A0G2JZ79	reviewed	SIR1_RAT	NAD-dependent protein deacetylase sirtuin-1 (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-1) (EC 2.3.1.-)	Sirt1	Rattus norvegicus (Rat)	555	GO:0000012; GO:0000122; GO:0000183; GO:0000720; GO:0000731; GO:0000785; GO:0000791; GO:0000792; GO:0000978; GO:0001525; GO:0001542; GO:0001678; GO:0001934; GO:0001938; GO:0002039; GO:0002821; GO:0003713; GO:0003714; GO:0004407; GO:0005634; GO:0005635; GO:0005637; GO:0005654; GO:0005677; GO:0005730; GO:0005737; GO:0005739; GO:0005829; GO:0006325; GO:0006642; GO:0006974; GO:0006979; GO:0007179; GO:0007283; GO:0007346; GO:0007517; GO:0007623; GO:0008284; GO:0008630; GO:0009267; GO:0010046; GO:0010460; GO:0010629; GO:0010659; GO:0010667; GO:0010824; GO:0010868; GO:0010875; GO:0010883; GO:0010906; GO:0010976; GO:0014858; GO:0016239; GO:0016567; GO:0016605; GO:0016922; GO:0017136; GO:0019213; GO:0019899; GO:0019904; GO:0030225; GO:0030424; GO:0030426; GO:0030512; GO:0031393; GO:0031507; GO:0031648; GO:0031667; GO:0032007; GO:0032041; GO:0032720; GO:0032868; GO:0032922; GO:0032991; GO:0033210; GO:0033553; GO:0033558; GO:0034391; GO:0034979; GO:0035098; GO:0035356; GO:0035358; GO:0035774; GO:0042127; GO:0042149; GO:0042220; GO:0042311; GO:0042393; GO:0042542; GO:0042595; GO:0042632; GO:0042771; GO:0042802; GO:0042981; GO:0043065; GO:0043066; GO:0043124; GO:0043161; GO:0043398; GO:0043422; GO:0043425; GO:0043518; GO:0043524; GO:0043536; GO:0044321; GO:0045348; GO:0045471; GO:0045599; GO:0045722; GO:0045739; GO:0045766; GO:0045786; GO:0045892; GO:0045944; GO:0046015; GO:0046628; GO:0046872; GO:0046969; GO:0046970; GO:0050872; GO:0051019; GO:0051152; GO:0051402; GO:0051658; GO:0051897; GO:0051898; GO:0055089; GO:0060125; GO:0060766; GO:0060907; GO:0061051; GO:0061773; GO:0070301; GO:0070403; GO:0070577; GO:0070857; GO:0070914; GO:0071236; GO:0071303; GO:0071356; GO:0071407; GO:0071456; GO:0071479; GO:0090312; GO:0090335; GO:0090400; GO:0097009; GO:0106230; GO:0106231; GO:0140297; GO:0140861; GO:0140937; GO:0141050; GO:0160012; GO:1900181; GO:1901797; GO:1901984; GO:1902166; GO:1902176; GO:1902237; GO:1902617; GO:1903427; GO:1904179; GO:1904373; GO:1904638; GO:1904639; GO:1904644; GO:1904646; GO:1904648; GO:1990254; GO:1990830; GO:1990841; GO:2000111; GO:2000270; GO:2000614; GO:2000655; GO:2000757; GO:2000773; GO:2000774; GO:2000781	631.6245495	2.536249037	0.447212423	5.671240129	1.42E-08	2.79E-07	1552	582	813	174	920	1285	353	174	174	276	233	172	sp	A0A0G2JZ79	SIR1_RAT	65.549	328	106	4	25	1005	1	322	4.33E-153	450	A0A0G2JZ79	reviewed	SIR1_RAT	NAD-dependent protein deacetylase sirtuin-1 (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-1) (EC 2.3.1.-)	Sirt1	Rattus norvegicus (Rat)	555	GO:0000012; GO:0000122; GO:0000183; GO:0000720; GO:0000731; GO:0000785; GO:0000791; GO:0000792; GO:0000978; GO:0001525; GO:0001542; GO:0001678; GO:0001934; GO:0001938; GO:0002039; GO:0002821; GO:0003713; GO:0003714; GO:0004407; GO:0005634; GO:0005635; GO:0005637; GO:0005654; GO:0005677; GO:0005730; GO:0005737; GO:0005739; GO:0005829; GO:0006325; GO:0006642; GO:0006974; GO:0006979; GO:0007179; GO:0007283; GO:0007346; GO:0007517; GO:0007623; GO:0008284; GO:0008630; GO:0009267; GO:0010046; GO:0010460; GO:0010629; GO:0010659; GO:0010667; GO:0010824; GO:0010868; GO:0010875; GO:0010883; GO:0010906; GO:0010976; GO:0014858; GO:0016239; GO:0016567; GO:0016605; GO:0016922; GO:0017136; GO:0019213; GO:0019899; GO:0019904; GO:0030225; GO:0030424; GO:0030426; GO:0030512; GO:0031393; GO:0031507; GO:0031648; GO:0031667; GO:0032007; GO:0032041; GO:0032720; GO:0032868; GO:0032922; GO:0032991; GO:0033210; GO:0033553; GO:0033558; GO:0034391; GO:0034979; GO:0035098; GO:0035356; GO:0035358; GO:0035774; GO:0042127; GO:0042149; GO:0042220; GO:0042311; GO:0042393; GO:0042542; GO:0042595; GO:0042632; GO:0042771; GO:0042802; GO:0042981; GO:0043065; GO:0043066; GO:0043124; GO:0043161; GO:0043398; GO:0043422; GO:0043425; GO:0043518; GO:0043524; GO:0043536; GO:0044321; GO:0045348; GO:0045471; GO:0045599; GO:0045722; GO:0045739; GO:0045766; GO:0045786; GO:0045892; GO:0045944; GO:0046015; GO:0046628; GO:0046872; GO:0046969; GO:0046970; GO:0050872; GO:0051019; GO:0051152; GO:0051402; GO:0051658; GO:0051897; GO:0051898; GO:0055089; GO:0060125; GO:0060766; GO:0060907; GO:0061051; GO:0061773; GO:0070301; GO:0070403; GO:0070577; GO:0070857; GO:0070914; GO:0071236; GO:0071303; GO:0071356; GO:0071407; GO:0071456; GO:0071479; GO:0090312; GO:0090335; GO:0090400; GO:0097009; GO:0106230; GO:0106231; GO:0140297; GO:0140861; GO:0140937; GO:0141050; GO:0160012; GO:1900181; GO:1901797; GO:1901984; GO:1902166; GO:1902176; GO:1902237; GO:1902617; GO:1903427; GO:1904179; GO:1904373; GO:1904638; GO:1904639; GO:1904644; GO:1904646; GO:1904648; GO:1990254; GO:1990830; GO:1990841; GO:2000111; GO:2000270; GO:2000614; GO:2000655; GO:2000757; GO:2000773; GO:2000774; GO:2000781
g22031	540.6632239	2.613545519	0.302681163	8.634648719	5.89E-18	4.57E-16	240	138	266	155	191	224	158	268	902	1252	471	902	1009	253	244	663	sp	A0A0G2JZ79	SIR1_RAT	39.744	78	39	1	172	405	396	465	2.92E-07	54.3	A0A0G2JZ79	reviewed	SIR1_RAT	NAD-dependent protein deacetylase sirtuin-1 (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-1) (EC 2.3.1.-)	Sirt1	Rattus norvegicus (Rat)	555	GO:0000012; GO:0000122; GO:0000183; GO:0000720; GO:0000731; GO:0000785; GO:0000791; GO:0000792; GO:0000978; GO:0001525; GO:0001542; GO:0001678; GO:0001934; GO:0001938; GO:0002039; GO:0002821; GO:0003713; GO:0003714; GO:0004407; GO:0005634; GO:0005635; GO:0005637; GO:0005654; GO:0005677; GO:0005730; GO:0005737; GO:0005739; GO:0005829; GO:0006325; GO:0006642; GO:0006974; GO:0006979; GO:0007179; GO:0007283; GO:0007346; GO:0007517; GO:0007623; GO:0008284; GO:0008630; GO:0009267; GO:0010046; GO:0010460; GO:0010629; GO:0010659; GO:0010667; GO:0010824; GO:0010868; GO:0010875; GO:0010883; GO:0010906; GO:0010976; GO:0014858; GO:0016239; GO:0016567; GO:0016605; GO:0016922; GO:0017136; GO:0019213; GO:0019899; GO:0019904; GO:0030225; GO:0030424; GO:0030426; GO:0030512; GO:0031393; GO:0031507; GO:0031648; GO:0031667; GO:0032007; GO:0032041; GO:0032720; GO:0032868; GO:0032922; GO:0032991; GO:0033210; GO:0033553; GO:0033558; GO:0034391; GO:0034979; GO:0035098; GO:0035356; GO:0035358; GO:0035774; GO:0042127; GO:0042149; GO:0042220; GO:0042311; GO:0042393; GO:0042542; GO:0042595; GO:0042632; GO:0042771; GO:0042802; GO:0042981; GO:0043065; GO:0043066; GO:0043124; GO:0043161; GO:0043398; GO:0043422; GO:0043425; GO:0043518; GO:0043524; GO:0043536; GO:0044321; GO:0045348; GO:0045471; GO:0045599; GO:0045722; GO:0045739; GO:0045766; GO:0045786; GO:0045892; GO:0045944; GO:0046015; GO:0046628; GO:0046872; GO:0046969; GO:0046970; GO:0050872; GO:0051019; GO:0051152; GO:0051402; GO:0051658; GO:0051897; GO:0051898; GO:0055089; GO:0060125; GO:0060766; GO:0060907; GO:0061051; GO:0061773; GO:0070301; GO:0070403; GO:0070577; GO:0070857; GO:0070914; GO:0071236; GO:0071303; GO:0071356; GO:0071407; GO:0071456; GO:0071479; GO:0090312; GO:0090335; GO:0090400; GO:0097009; GO:0106230; GO:0106231; GO:0140297; GO:0140861; GO:0140937; GO:0141050; GO:0160012; GO:1900181; GO:1901797; GO:1901984; GO:1902166; GO:1902176; GO:1902237; GO:1902617; GO:1903427; GO:1904179; GO:1904373; GO:1904638; GO:1904639; GO:1904644; GO:1904646; GO:1904648; GO:1990254; GO:1990830; GO:1990841; GO:2000111; GO:2000270; GO:2000614; GO:2000655; GO:2000757; GO:2000773; GO:2000774; GO:2000781	354.2268636	2.609019336	0.422119126	6.18076551	6.38E-10	1.68E-08	982	371	380	142	582	540	160	116	147	108	82	116	sp	A0A0G2JZ79	SIR1_RAT	39.744	78	39	1	172	405	396	465	2.92E-07	54.3	A0A0G2JZ79	reviewed	SIR1_RAT	NAD-dependent protein deacetylase sirtuin-1 (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-1) (EC 2.3.1.-)	Sirt1	Rattus norvegicus (Rat)	555	GO:0000012; GO:0000122; GO:0000183; GO:0000720; GO:0000731; GO:0000785; GO:0000791; GO:0000792; GO:0000978; GO:0001525; GO:0001542; GO:0001678; GO:0001934; GO:0001938; GO:0002039; GO:0002821; GO:0003713; GO:0003714; GO:0004407; GO:0005634; GO:0005635; GO:0005637; GO:0005654; GO:0005677; GO:0005730; GO:0005737; GO:0005739; GO:0005829; GO:0006325; GO:0006642; GO:0006974; GO:0006979; GO:0007179; GO:0007283; GO:0007346; GO:0007517; GO:0007623; GO:0008284; GO:0008630; GO:0009267; GO:0010046; GO:0010460; GO:0010629; GO:0010659; GO:0010667; GO:0010824; GO:0010868; GO:0010875; GO:0010883; GO:0010906; GO:0010976; GO:0014858; GO:0016239; GO:0016567; GO:0016605; GO:0016922; GO:0017136; GO:0019213; GO:0019899; GO:0019904; GO:0030225; GO:0030424; GO:0030426; GO:0030512; GO:0031393; GO:0031507; GO:0031648; GO:0031667; GO:0032007; GO:0032041; GO:0032720; GO:0032868; GO:0032922; GO:0032991; GO:0033210; GO:0033553; GO:0033558; GO:0034391; GO:0034979; GO:0035098; GO:0035356; GO:0035358; GO:0035774; GO:0042127; GO:0042149; GO:0042220; GO:0042311; GO:0042393; GO:0042542; GO:0042595; GO:0042632; GO:0042771; GO:0042802; GO:0042981; GO:0043065; GO:0043066; GO:0043124; GO:0043161; GO:0043398; GO:0043422; GO:0043425; GO:0043518; GO:0043524; GO:0043536; GO:0044321; GO:0045348; GO:0045471; GO:0045599; GO:0045722; GO:0045739; GO:0045766; GO:0045786; GO:0045892; GO:0045944; GO:0046015; GO:0046628; GO:0046872; GO:0046969; GO:0046970; GO:0050872; GO:0051019; GO:0051152; GO:0051402; GO:0051658; GO:0051897; GO:0051898; GO:0055089; GO:0060125; GO:0060766; GO:0060907; GO:0061051; GO:0061773; GO:0070301; GO:0070403; GO:0070577; GO:0070857; GO:0070914; GO:0071236; GO:0071303; GO:0071356; GO:0071407; GO:0071456; GO:0071479; GO:0090312; GO:0090335; GO:0090400; GO:0097009; GO:0106230; GO:0106231; GO:0140297; GO:0140861; GO:0140937; GO:0141050; GO:0160012; GO:1900181; GO:1901797; GO:1901984; GO:1902166; GO:1902176; GO:1902237; GO:1902617; GO:1903427; GO:1904179; GO:1904373; GO:1904638; GO:1904639; GO:1904644; GO:1904646; GO:1904648; GO:1990254; GO:1990830; GO:1990841; GO:2000111; GO:2000270; GO:2000614; GO:2000655; GO:2000757; GO:2000773; GO:2000774; GO:2000781
g5983	7377.080955	3.432797035	0.470088445	7.302449297	2.83E-13	1.12E-11	1001	1691	2528	1153	1695	1517	1947	2114	7914	8140	3751	10488	5564	8381	2312	20381	sp	Q13490	BIRC2_HUMAN	27.511	229	128	6	208	783	391	618	2.51E-17	84.7	Q13490	reviewed	BIRC2_HUMAN	Baculoviral IAP repeat-containing protein 2 (EC 2.3.2.27) (Cellular inhibitor of apoptosis 1) (C-IAP1) (IAP homolog B) (Inhibitor of apoptosis protein 2) (hIAP-2) (hIAP2) (RING finger protein 48) (RING-type E3 ubiquitin transferase BIRC2) (TNFR2-TRAF-signaling complex protein 2)	BIRC2 API1 MIHB RNF48	Homo sapiens (Human)	618	GO:0000209; GO:0001666; GO:0001741; GO:0001890; GO:0003713; GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0006915; GO:0007166; GO:0007249; GO:0008270; GO:0009898; GO:0016740; GO:0031398; GO:0033209; GO:0034121; GO:0035631; GO:0038061; GO:0039535; GO:0042127; GO:0042802; GO:0042981; GO:0043027; GO:0043066; GO:0043123; GO:0043130; GO:0043161; GO:0044877; GO:0045088; GO:0045471; GO:0045595; GO:0050727; GO:0051087; GO:0051591; GO:0051726; GO:0060544; GO:0060546; GO:0061630; GO:0070266; GO:0070424; GO:0098770; GO:1901222; GO:1902443; GO:1902523; GO:1902524; GO:1902527; GO:2000116; GO:2000377	5418.909686	3.510431061	0.430808573	8.148470767	3.69E-16	3.00E-14	12393	8691	4064	3005	11900	6823	1531	833	736	1026	1241	1050	sp	Q13490	BIRC2_HUMAN	27.511	229	128	6	208	783	391	618	2.51E-17	84.7	Q13490	reviewed	BIRC2_HUMAN	Baculoviral IAP repeat-containing protein 2 (EC 2.3.2.27) (Cellular inhibitor of apoptosis 1) (C-IAP1) (IAP homolog B) (Inhibitor of apoptosis protein 2) (hIAP-2) (hIAP2) (RING finger protein 48) (RING-type E3 ubiquitin transferase BIRC2) (TNFR2-TRAF-signaling complex protein 2)	BIRC2 API1 MIHB RNF48	Homo sapiens (Human)	618	GO:0000209; GO:0001666; GO:0001741; GO:0001890; GO:0003713; GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0006915; GO:0007166; GO:0007249; GO:0008270; GO:0009898; GO:0016740; GO:0031398; GO:0033209; GO:0034121; GO:0035631; GO:0038061; GO:0039535; GO:0042127; GO:0042802; GO:0042981; GO:0043027; GO:0043066; GO:0043123; GO:0043130; GO:0043161; GO:0044877; GO:0045088; GO:0045471; GO:0045595; GO:0050727; GO:0051087; GO:0051591; GO:0051726; GO:0060544; GO:0060546; GO:0061630; GO:0070266; GO:0070424; GO:0098770; GO:1901222; GO:1902443; GO:1902523; GO:1902524; GO:1902527; GO:2000116; GO:2000377
g703	685.6918332	0.452774065	0.165887397	2.729406046	0.006344853	0.021066005	697	539	1059	631	713	856	655	1126	855	584	509	1169	774	211	448	550	sp	Q03601	NHL1_CAEEL	32.367	207	138	2	1897	2514	715	920	9.13E-37	127	Q03601	reviewed	NHL1_CAEEL	RING finger protein nhl-1	nhl-1 F54G8.4	Caenorhabditis elegans	974	GO:0000209; GO:0004842; GO:0016567; GO:0017148; GO:0030371; GO:0043161; GO:0046872; GO:0061630	536.0704618	0.859886031	0.290520241	2.95981453	0.003078243	0.012206779	678	607	506	548	599	454	508	398	406	754	258	470	sp	Q03601	NHL1_CAEEL	32.367	207	138	2	1897	2514	715	920	9.13E-37	127	Q03601	reviewed	NHL1_CAEEL	RING finger protein nhl-1	nhl-1 F54G8.4	Caenorhabditis elegans	974	GO:0000209; GO:0004842; GO:0016567; GO:0017148; GO:0030371; GO:0043161; GO:0046872; GO:0061630
g15513	138.3610155	-1.07930151	0.242040763	-4.459172485	8.23E-06	7.32E-05	240	268	295	237	206	190	314	271	47	67	61	186	146	19	68	28	sp	Q8VBV4	FBXW7_MOUSE	36.095	169	103	3	22	516	477	644	1.58E-25	105	Q8VBV4	reviewed	FBXW7_MOUSE	F-box/WD repeat-containing protein 7 (F-box and WD-40 domain-containing protein 7) (F-box protein FBW7) (F-box protein Fbxw6) (F-box-WD40 repeat protein 6) (SEL-10)	Fbxw7 Fbw7 Fbwd6 Fbxw6	Mus musculus (Mouse)	710	GO:0001570; GO:0005634; GO:0005694; GO:0005730; GO:0005737; GO:0005739; GO:0005783; GO:0005794; GO:0006281; GO:0006974; GO:0007062; GO:0007219; GO:0010629; GO:0010992; GO:0016020; GO:0016567; GO:0019005; GO:0030324; GO:0030332; GO:0030674; GO:0031146; GO:0031398; GO:0031625; GO:0031648; GO:0034644; GO:0042752; GO:0042802; GO:0043130; GO:0043161; GO:0045741; GO:0048471; GO:0048511; GO:0050816; GO:0050821; GO:0051443; GO:0070374; GO:0070534; GO:0090049; GO:0097027; GO:1901524; GO:1901800; GO:1903378; GO:1903955; GO:1990452; GO:1990756; GO:2000060; GO:2001205	63.05421072	-2.700905727	0.457723197	-5.900740331	3.62E-09	8.04E-08	33	20	18	15	1	8	155	109	86	117	218	102	sp	Q8VBV4	FBXW7_MOUSE	36.095	169	103	3	22	516	477	644	1.58E-25	105	Q8VBV4	reviewed	FBXW7_MOUSE	F-box/WD repeat-containing protein 7 (F-box and WD-40 domain-containing protein 7) (F-box protein FBW7) (F-box protein Fbxw6) (F-box-WD40 repeat protein 6) (SEL-10)	Fbxw7 Fbw7 Fbwd6 Fbxw6	Mus musculus (Mouse)	710	GO:0001570; GO:0005634; GO:0005694; GO:0005730; GO:0005737; GO:0005739; GO:0005783; GO:0005794; GO:0006281; GO:0006974; GO:0007062; GO:0007219; GO:0010629; GO:0010992; GO:0016020; GO:0016567; GO:0019005; GO:0030324; GO:0030332; GO:0030674; GO:0031146; GO:0031398; GO:0031625; GO:0031648; GO:0034644; GO:0042752; GO:0042802; GO:0043130; GO:0043161; GO:0045741; GO:0048471; GO:0048511; GO:0050816; GO:0050821; GO:0051443; GO:0070374; GO:0070534; GO:0090049; GO:0097027; GO:1901524; GO:1901800; GO:1903378; GO:1903955; GO:1990452; GO:1990756; GO:2000060; GO:2001205
